#transcript	length	unique_read_num	multiple_read_num
NM_205673	1403	327	43004
NM_131112	2386	3130	70464
NM_200030	265	2724	5426
NM_201579	1950	419	59298
NM_173232	700	68	21330
ENSDART00000177307	3533	7923	99724
NM_001159528	565	58	17134
NM_200025	417	39	12442
NM_199275	1743	209	51938
NM_199771	1782	247	52784
NM_199724	483	33	14322
NM_001044754	1503	452	44094
NM_001077804	1835	218	54040
NM_001003414	1644	461	47974
NM_213464	2597	525	75190
NM_199956	2049	313	59372
NM_001002499	530	69	15308
NM_212657	2706	342	78134
NM_001003861	634	2561	15824
NM_213510	2570	281	74216
NM_201214	1758	350	50552
NM_198809	1593	102	46016
NM_200059	1469	94	42234
NM_001001819	490	55	14046
NM_213236	1566	335	44592
NM_200495	1495	503	42360
NM_131047	1625	321	45772
NM_200171	1702	119	48084
NM_199636	728	136	20472
NM_201323	1231	250	34514
NM_001080087	1141	279	31940
NM_001177453	903	109	25296
NM_213185	1250	689	34452
NM_173236	2213	330	61776
NM_001201442	683	64	19026
NM_001199720	2183	517	60334
NM_194264	1218	150	33722
NM_201513	1945	221	53798
NM_213417	619	39	17084
NM_131761	833	93	22726
NM_001001844	4242	513	114834
NM_001045402	900	1872	22544
NM_199925	1383	285	37098
NM_001013345	888	101	23798
NM_213028	696	55	18612
NM_213479	1687	229	44698
NM_001033595	4350	551	114984
NM_001007375	881	53	23144
NM_200650	2313	457	60336
NM_200766	1140	291	29618
NM_200056	904	103	23330
NM_213334	944	107	24300
NM_201475	1685	1099	42402
NM_200720	900	156	23048
NM_213148	1200	138	30604
NM_200023	654	71	16680
NM_001199436	4653	859	118142
NM_214699	1423	155	36212
NM_200961	1367	227	34676
NM_001003731	915	124	23178
NM_001002068	805	248	20200
NM_213279	889	84	22490
NM_001127470	488	292	12060
NM_198806	2485	282	62490
NM_001271817	931	91	23414
NM_201122	430	88	10764
NM_131335	1226	53	30750
NM_001017769	1380	183	34486
NM_001115095	3041	268	75994
NM_200771	1335	167	33308
NM_131069	2357	173	58526
NM_212630	2077	552	50964
NM_001024098	2200	226	53742
NM_213486	1795	138	43832
NM_131220	1791	252	43586
NM_001002203	755	291	18180
NM_214721	859	85	20814
NM_001002037	2089	861	49828
NM_001044959	1736	200	41884
NM_199761	1288	131	31052
NM_201492	2157	284	51654
NM_001083577	3079	823	73222
NM_201455	994	694	23174
NM_198870	2196	437	52234
NM_001079988	1867	230	44520
NM_131493	1109	112	26436
NM_201039	867	925	19824
NM_200881	1996	254	47418
NM_131376	1589	124	37776
NM_001003548	978	128	23194
NM_199576	2107	296	49856
NM_001202510	960	85	22732
NM_201315	2419	380	57026
NM_001004601	3178	567	74630
NM_131098	1330	375	30862
NM_212709	1904	200	44466
NM_001100089	1610	181	37430
NM_199888	2218	298	51150
NM_001044779	1182	172	27228
NM_199569	1523	391	34874
NM_001326706	1360	478	30946
NM_001030247	2625	197	60426
NM_213080	2202	201	50388
NM_001002468	1022	42	23360
NM_131637	1945	254	44194
NM_001002505	686	179	15496
NM_001017400	1168	151	26430
NM_199588	1289	105	29198
NM_001123389	4247	2133	94312
NM_212790	1357	175	30516
NM_213722	1391	105	31200
NM_001025453	1464	112	32508
NM_212952	393	54	8672
NM_001025530	1320	432	28830
NM_198877	1044	170	22938
NM_131200	3999	772	86766
NM_200959	1797	722	38574
NM_001003868	590	156	12716
NM_001172570	2593	498	56048
NM_200220	2081	373	44944
NM_173252	721	63	15636
NM_131573	742	80	16068
NM_213382	1769	203	38228
NM_200694	868	68	18762
NM_213235	2369	268	50998
NM_001006005	498	948	9736
NM_001007153	1209	435	25326
NM_201298	2030	214	42796
NM_001013536	1099	60	23110
NM_199823	1848	401	38514
NM_199719	1526	192	31932
NM_201460	2889	278	60484
NM_001198751	711	53	14878
NM_199640	2424	450	50276
NM_001002697	1052	235	21774
NM_199683	1121	146	23298
NM_198142	2269	440	47008
NM_001127335	2544	330	52794
NM_213644	826	75	17160
NM_001003429	771	64	15996
NM_213072	1521	163	31452
NM_001105277	2672	183	55272
NM_001199737	2076	122	42830
NM_212802	2687	285	55282
NM_001025503	1688	96	34798
NM_001003598	838	24	17180
NM_001003622	1494	496	29970
NM_205599	1107	129	22436
NM_212993	966	69	19542
NM_001126388	3177	1148	63088
NM_199986	1703	365	34012
NM_001328342	1608	123	32228
NM_212703	3846	279	76930
NM_178437	1742	373	34510
NM_213638	1000	123	19900
NM_001004652	514	49	10242
NM_201305	3465	288	69010
NM_212605	1994	196	39682
NM_001007383	1101	93	21880
NM_200259	1808	246	35828
NM_001080184	1867	328	36862
NM_153669	2212	201	43848
NM_001002867	8579	1002	169682
NM_001079912	2214	151	43844
NM_131092	1791	125	35454
NM_001002082	950	137	18638
NM_001017896	893	74	17546
NM_001006022	1281	282	24956
NM_001029947	611	240	11770
NM_213104	2249	520	43654
NM_212632	2072	96	40570
NM_001083544	548	33	10722
NM_201483	2936	333	57184
NM_198121	1234	47	24024
NM_001003728	818	55	15890
NM_213262	2403	382	46368
NM_213002	1422	115	27526
NM_001271474	826	236	15812
NM_201480	1497	130	28950
NM_213131	1415	103	27320
NM_001037222	1931	182	37026
NM_200182	2697	171	51616
NM_214718	2014	600	37614
NM_198363	2192	291	41174
ENSDART00000139803	787	1017	13838
NM_198210	2720	165	51110
NM_001024407	769	91	14390
NM_153659	2575	173	48286
NM_001007168	1086	261	20174
NM_200096	1729	127	32400
NM_001017700	639	153	11866
NM_001309531	1197	211	22078
NM_212671	1372	87	25454
NM_001347672	7603	793	140608
ENSDART00000145534	512	84	9432
NM_001089428	3015	358	55394
NM_001008615	943	124	17250
NM_001302478	479	37	8782
NM_194398	1339	102	24514
NM_001130697	679	101	12344
NM_212628	1695	549	30470
NM_201287	2030	455	36572
NM_199562	1746	242	31574
NM_200107	1423	854	24964
NM_200839	1497	82	27046
NM_001110414	1505	201	27036
NM_213010	1631	100	29306
NM_200742	412	58	7370
NM_213068	2654	147	47514
NM_001109866	1832	510	32320
ENSDART00000178816	1019	263	17976
NM_199564	1259	468	22052
NM_131670	1758	783	30638
NM_001080033	1298	153	23012
NM_001002487	411	130	7182
NM_001256780	2608	128	45766
NM_200743	1036	106	18124
NM_131059	3350	424	58480
NM_213490	1586	78	27774
NM_001327845	953	73	16650
NM_201087	3796	319	65902
NM_200565	1411	82	24456
NM_001105695	881	89	15232
NM_001034970	1734	592	29554
NM_001031671	1213	71	20982
NM_131245	1002	64	17306
NM_201474	5109	266	88062
NM_001004665	755	99	12930
NM_212990	1305	90	22418
NM_213489	2128	501	36176
NM_212766	2522	192	43178
NM_199778	1440	870	23874
NM_001305582	4421	990	74962
NM_001030241	823	204	13928
NM_213014	1822	1300	29966
NM_213133	1666	151	28350
NM_199773	1731	1055	28554
NM_199671	1288	131	21886
NM_201488	2650	1625	43566
NM_001256631	2491	356	42086
NM_212681	1104	117	18600
NM_001077322	723	354	11878
NM_131702	2559	142	43018
NM_001327745	2576	340	42666
NM_001105132	2669	703	43754
NM_199746	2436	146	40316
NM_131820	3292	279	54386
NM_199996	1431	113	23606
NM_173249	703	87	11564
NM_001012386	1197	107	19718
NM_001045049	1708	104	28120
NM_152972	2976	105	49018
NM_001077759	1821	232	29802
NM_001017858	1127	51	18502
NM_199734	1635	88	26772
NM_198817	3168	570	51462
NM_001320326	2130	303	34666
NM_201203	1616	163	26304
NM_152961	746	36	12168
NM_213481	2542	901	40666
NM_001202486	1458	170	23618
NM_001003890	2344	380	37850
NM_001080041	2858	228	46174
NM_199863	2172	193	35040
NM_001002163	608	47	9814
NM_001076558	976	217	15574
NM_001037677	453	100	7210
NM_001320425	2084	1431	32132
NM_200975	1284	115	20554
NM_199432	2083	176	33246
NM_001003631	1108	130	17636
NM_001040052	1228	107	19550
NM_001291711	916	71	14588
NM_212757	1834	94	29044
NM_001290080	3280	201	51872
NM_201062	1892	158	29856
NM_200080	2167	215	33992
NM_001003860	687	79	10708
NM_001044809	4571	287	71340
NM_001002160	1522	148	23678
NM_001126433	4113	354	63842
NM_001033108	1865	497	28472
NM_205541	1833	133	28312
NM_131452	2133	291	32788
NM_199575	2146	107	33128
NM_200919	1303	91	19998
NM_173258	1894	728	28472
NM_001002427	555	43	8492
NM_212569	2189	1143	32452
NM_131874	1663	84	25436
NM_001002604	1704	114	26028
NM_001033741	841	99	12764
NM_213293	1692	730	25116
NM_001030076	1433	515	21342
NM_213408	2618	177	39612
NM_001004296	3558	657	53398
NM_001003875	2443	185	36922
NM_001079998	1535	100	23198
NM_213079	1728	263	25938
NM_214811	2239	139	33754
NM_001326547	5457	1762	80702
NM_201138	1662	329	24658
NM_001127333	2139	141	31968
NM_200008	762	41	11386
NM_197934	2550	91	38108
NM_001044949	2722	462	40230
NM_001003532	1764	90	26230
NM_201176	975	76	14450
NM_001009898	878	220	12856
NM_199740	1953	104	28952
NM_205668	1493	113	22094
NM_001002121	2041	304	29992
NM_198070	2674	99	39534
NM_131509	2480	139	36554
NM_001103116	1209	190	17658
NM_001320404	2510	503	36316
NM_199516	2304	454	33338
NM_001045388	833	28	12160
NM_131884	1518	36	22154
NM_199760	653	31	9504
NM_001045306	955	124	13778
NM_212597	953	66	13802
NM_200911	1640	959	22888
NM_213640	2749	218	39602
NM_200801	1181	230	16836
ENSDART00000152063	1286	341	18240
NM_001077726	1324	1537	17544
NM_001126109	1921	312	27332
NM_001083837	2834	358	40364
NM_001017874	1045	51	14960
NM_001281788	6521	341	93298
NM_001081747	1861	108	26614
NM_200304	1822	70	25996
NM_200094	2754	156	39220
NM_001002703	931	80	13194
NM_199994	1598	66	22716
NM_201343	1686	70	23952
NM_213462	1939	121	27482
NM_213366	2072	114	29298
NM_001256193	1325	70	18554
NM_213348	2353	160	32872
NM_001200015	1903	165	26546
NM_199723	2044	102	28532
NM_200958	1832	199	25416
NM_001007055	1328	237	18318
NM_001003763	1231	48	17150
NM_001302634	1322	95	18374
NM_001024429	1877	64	26022
NM_214759	2298	95	31834
NM_001113591	2287	134	31642
NM_001030197	2084	66	28852
NM_001111168	1945	189	26800
NM_173284	1132	138	15556
NM_213338	1428	83	19664
NM_001082481	3774	327	51838
NM_001077603	3283	164	45204
NM_200053	755	60	10368
ENSDART00000147450	927	108	12692
NM_001002509	476	170	6396
NM_200103	2231	155	30600
NM_201043	1067	68	14548
NM_200416	1414	179	19164
NM_199729	1901	1241	24746
NM_212684	3555	225	48344
NM_131723	1610	79	21876
NM_001113800	1290	293	17296
NM_199725	632	255	8346
NM_200621	3430	204	46470
NM_213109	1610	50	21824
NM_001037386	2280	93	30816
NM_001002525	1577	192	21182
NM_131294	747	29	10074
NM_212586	3074	156	41318
NM_213639	1142	51	15340
NM_001002557	975	113	12978
NM_213053	2688	274	35754
NM_001014289	3974	298	52954
NM_201005	1653	138	22002
NM_001002639	1794	310	23694
NM_131734	904	25	12060
NM_213374	1991	226	26248
NM_001142954	1763	131	23264
NM_173248	2072	110	27364
NM_199591	1983	173	26080
NM_200099	1417	114	18594
NM_001004494	2262	836	29028
NM_213278	2414	239	31624
NM_213535	1851	113	24268
NM_001037410	1566	75	20512
NM_212832	2205	125	28854
NM_001080054	2651	119	34714
NM_212591	1717	139	22414
NM_200258	2133	167	27832
NM_001110371	2492	78	32622
ENSDART00000136246	732	1248	8326
NM_199574	1813	114	23542
NM_001007367	1852	466	23676
NM_001130400	5294	302	68660
NM_173238	3052	293	39446
NM_200745	852	55	11036
NM_152951	2332	467	29856
NM_212891	1624	88	21022
NM_001044332	2091	170	27008
NM_001079961	2760	97	35766
NM_213099	2644	175	34162
NM_201290	1901	101	24578
ENSDART00000143495	686	527	8336
NM_001076591	1014	84	13010
NM_001030070	879	37	11286
NM_213037	926	85	11824
NM_200696	785	112	9980
NM_001006013	770	57	9840
NM_201065	1326	195	16816
NM_200736	1253	192	15860
NM_001089347	2094	116	26672
NM_200550	1782	178	22616
NM_201050	1959	120	24938
NM_213442	3138	1058	39068
NM_001002104	1581	151	20062
NM_201078	1493	93	18918
NM_200260	1376	1795	15722
NM_213077	5079	931	63614
NM_001162502	4392	529	55190
NM_001005931	2331	157	29384
NM_001044757	5951	435	74826
NM_199669	1459	85	18344
NM_213257	2641	246	32974
NM_001002073	1238	710	14844
ENSDART00000163534	1575	1195	18584
NM_001003840	1070	74	13264
NM_131455	2783	150	34516
NM_177479	912	151	11200
NM_199692	2181	79	27066
NM_001328016	1754	151	21678
NM_001030239	2705	293	33358
NM_001045276	2510	192	31012
NM_200295	1397	62	17300
NM_131698	944	91	11638
NM_200210	1247	104	15388
NM_131057	2859	307	35174
NM_001033106	1940	57	23940
NM_212676	1015	130	12394
NM_001160335	1296	108	15882
NM_001145579	3579	167	43916
NM_198358	2667	94	32744
NM_199864	1251	58	15344
NM_001020605	737	22	9046
NM_001037113	490	44	5982
NM_001172556	1236	78	15102
NM_001030284	1915	162	23354
NM_199790	2376	364	28776
NM_198807	2455	69	30000
NM_200302	1501	52	18324
NM_001002438	541	42	6572
NM_001003758	1471	60	17920
NM_201177	964	40	11736
NM_213093	1800	79	21892
NM_201463	1857	88	22516
NM_001013471	1225	51	14848
NM_213145	1383	113	16676
NM_212599	3242	583	38770
NM_001003618	1299	314	15442
NM_205627	2866	1154	33596
NM_200068	3044	806	36096
NM_001076629	1060	115	12732
NM_001007766	2462	100	29702
NM_001159911	659	25	7920
NM_199595	2595	119	31144
NM_199555	1267	66	15188
NM_001002572	1107	57	13270
NM_131450	2067	208	24666
NM_194367	1521	167	18116
ENSDART00000133014	877	482	10052
NM_213383	1824	619	21272
NM_130908	2177	71	26056
NM_212589	1828	204	21718
NM_001100070	893	21	10674
NM_199677	2030	576	23496
NM_001003437	962	69	11338
NM_001002535	994	112	11670
NM_001003411	2166	393	25258
NM_001017632	1861	184	21854
NM_001198889	1425	186	16686
NM_001030075	4555	235	53582
NM_131801	2124	98	24982
NM_001128529	3977	169	46750
NM_199932	2022	138	23714
NM_131189	4935	121	58092
NM_001017899	1282	66	15048
NM_131710	2418	55	28432
NM_199218	1922	70	22564
NM_001013455	473	43	5526
NM_131355	3115	322	36224
NM_131686	3477	148	40596
NM_200972_2	1057	53	12310
NM_001123279	1871	143	21726
NM_001002864	1690	420	19310
NM_001193674	6777	402	78714
ENSDART00000155757	553	115	6330
NM_173266	486	59	5592
NM_001077378	2168	95	25098
NM_001003503	1289	95	14876
NM_181330	2728	102	31550
NM_001024073	1943	116	22422
NM_214817	1907	207	21908
NM_145195	489	170	5488
NM_212904	1981	91	22754
NM_001042769	1471	559	16396
NM_199756	1039	23	11948
ENSDART00000154111	2376	879	26436
NM_213219	2351	425	26574
NM_001017801	916	40	10464
NM_212711	2015	91	23014
NM_001002072	1163	91	13240
NM_201099	1899	246	21518
NM_213428	1125	40	12842
NM_001004554	4235	138	48292
NM_212735	2658	153	30238
NM_200129	1694	67	19294
NM_213435	1901	100	21620
ENSDART00000171728	1281	72	14540
NM_001288658	2035	52	23128
NM_213530	1628	98	18374
NM_200710	2233	75	25224
NM_200937	2116	99	23852
NM_001081749	2396	145	26946
NM_001193352	3305	947	36346
NM_001002050	1276	66	14322
NM_001012485	1916	83	21520
NM_001008627	2362	1094	25514
NM_153661	1378	75	15436
NM_200115	1931	105	21602
NM_200227	509	63	5656
NM_001353917	2288	182	25492
NM_001017601	516	411	5378
NM_201467	1977	106	22062
NM_001305588	928	60	10328
NM_200769	606	32	6748
NM_199684	4125	294	45844
NM_212721	2097	177	23256
NM_001003452	1457	89	16176
NM_001002521	960	50	10666
NM_200291	1360	68	15074
NM_173253	4213	227	46674
NM_200548	991	85	10936
NM_214722	3146	210	34662
NM_001105599	1365	52	15054
NM_001037122_2	1162	42	12798
NM_001281997	741	31	8156
NM_001005927	3621	139	39790
NM_001002366	1347	450	14382
NM_213477	2073	773	22052
NM_201469	2279	213	24878
NM_001024735	1269	50	13914
NM_200544	1425	213	15460
NM_001037702	3795	163	41554
NM_201308	3289	133	36008
NM_001007774	1090	38	11906
NM_001110127	2367	80	25824
NM_213294	1525	86	16596
NM_212609	3157	596	33922
NM_001025470	1776	186	19224
NM_131187	1662	105	18040
NM_001004667	1392	572	14610
NM_001018166	2664	92	28888
NM_001256729	1792	86	19376
NM_212994	2227	353	23820
NM_001075106	3383	326	36352
NM_001126423	5006	370	53794
NM_001002869	2626	95	28278
NM_200674	2239	246	23886
NM_001115140	2557	122	27378
NM_213450	2688	223	28674
NM_199540	2833	123	30304
NM_001089525	3846	112	41180
NM_001083028	2853	88	30522
NM_200342	1260	36	13482
NM_200177	1899	93	20280
NM_001013528	1199	44	12810
NM_213016	3014	149	32144
NM_001037393	1370	70	14588
NM_214772	3418	94	36422
NM_001002448	1520	77	16156
NM_001013273	3625	84	38580
NM_194408	2698	137	28614
NM_131599	1227	222	12830
NM_001002484	1091	44	11558
NM_199547	2150	116	22714
NM_001077250	1996	82	21110
NM_131572	903	58	9526
NM_001003483	1304	44	13784
NM_200977	1154	47	12188
NM_001172637	405	11	4278
NM_001002874	891	47	9382
NM_001020688	1329	85	13978
NM_213350	1326	68	13954
NM_001013443	4163	344	43678
NM_001110126	1521	58	16022
NM_001013344	748	233	7664
NM_213331	1267	70	13306
NM_001199675	1110	66	11644
NM_131055	953	190	9850
NM_200130	1538	50	16096
NM_213216	1731	323	17848
NM_201501	2246	1444	22122
NM_001017902	1348	57	14084
NM_001002137	991	145	10242
NM_001001820	2183	824	22038
NM_001044395	1041	38	10864
NM_001328507	1428	87	14862
NM_213370	1821	115	18914
NM_200162	1861	179	19260
NM_001031668	3687	289	38188
NM_001017633	1921	695	19352
NM_001004627	1345	84	13948
NM_213280	1437	137	14848
NM_212598	1558	179	16060
NM_001017888	1008	50	10456
NM_201303	3213	142	33272
NM_001089408	1642	36	17002
NM_001044756	2636	464	26856
NM_199741	998	96	10246
NM_131442	1356	45	14006
NM_212869	2180	115	22446
NM_001013300	2429	110	24980
NM_001037700	1568	119	16042
NM_001002688	2438	113	25004
NM_213529	1681	45	17242
NM_199431	3428	72	35168
NM_201110	864	27	8852
NM_001115117	1974	116	20158
NM_001025533	2603	84	26618
NM_131252	2569	158	26190
NM_001005978	1296	132	13142
NM_001007061	1339	99	13594
NM_131213	2019	84	20526
NM_001025460	2415	903	23738
NM_001002355	2291	143	23212
NM_001002534	818	48	8290
NM_001002067	764	28	7752
NM_001003640	1732	50	17578
NM_001012487	4758	147	48274
NM_001002152	1741	97	17602
NM_001024403	693	56	6988
NM_001017699	777	39	7852
NM_001007059	822	23	8312
NM_001102676	5182	405	52116
NM_001045845	1245	79	12514
NM_200522	5976	368	60074
NM_197933	1962	384	19446
NM_001002164	1610	104	16168
NM_205689	1543	1041	14546
NM_001305543	2242	153	22486
NM_001007456	1865	116	18698
NM_001271820	2213	87	22226
NM_001017866	726	314	7002
NM_001005937	2939	97	29492
NM_213024	785	83	7820
NM_001017745	3410	407	33914
NM_213186	3362	186	33600
NM_001003995	1512	128	15066
NM_001128680	1477	548	14278
NM_198805	3777	372	37500
NM_201500	2311	96	23058
NM_131757	3009	91	30024
NM_212702	4214	546	41538
NM_001002465	1193	31	11872
NM_001024399	989	27	9802
NM_199655	2521	101	24948
NM_131765	1921	36	19030
NM_001017579	953	80	9364
NM_194377	1599	48	15790
NM_200211	3625	221	35592
NM_212769	1831	75	18014
NM_198364	1785	297	17328
NM_201482	2117	70	20820
NM_200446	2044	68	20094
NM_001109839	2423	375	23488
NM_001020758	1123	71	10984
NM_131881	1181	37	11584
NM_212743	415	140	3942
NM_001001724	1252	50	12238
NM_214815	3914	752	37622
NM_213536	1947	102	18966
NM_198821	2152	314	20756
NM_001006082	1057	34	10280
NM_001007364	1096	47	10634
NM_199824	2976	188	28802
NM_212985	1619	67	15702
NM_206829	1328	95	12838
NM_200954	2301	292	22102
NM_199582	2262	55	21880
NM_200555	1283	55	12332
NM_213188	2624	98	25208
NM_001007187	1698	52	16280
NM_001004593	1842	131	17560
NM_200701	1301	282	12212
NM_212566	1185	123	11242
NM_212660	4024	257	38312
NM_001100406	1393	54	13288
NM_001202477	1456	205	13730
NM_001030000	785	182	7330
NM_213151	1397	48	13302
ENSDART00000140321	936	460	8468
NM_212653	2511	261	23690
NM_001045552	2190	298	20588
NM_001082798	1346	242	12594
NM_199820	4601	190	43684
NM_001201417	1107	193	10360
NM_001002058	1464	64	13888
NM_001082830	1131	368	10408
NM_001083546	4423	162	41898
NM_199646	1823	105	17228
NM_213176	2872	185	27070
NM_212710	2233	151	21020
NM_200533	1158	67	10910
NM_200813	1767	56	16686
NM_001083573	1082	39	10198
NM_212697	1759	113	16526
NM_001312881	2798	504	25886
NM_001017651	1317	262	12158
NM_001114406	2982	101	28018
NM_213165	1693	72	15892
NM_200944	1033	186	9544
NM_200646	3533	168	33054
NM_194373	2095	46	19646
NM_001013517	539	36	5030
NM_001114425	1983	108	18498
NM_001079946	1489	115	13852
NM_199694	1483	69	13836
NM_001111195	1051	44	9794
NM_001009990	1994	55	18542
NM_201327	1412	589	12578
NM_001017851	1753	146	16200
NM_001044811	947	58	8772
NM_214748	1778	416	16154
NM_001102393	1428	50	13244
NM_001002698	998	77	9202
NM_131230	1880	74	17390
NM_201504	2600	117	23996
NM_201125	1851	62	17104
ENSDART00000157486	2397	816	21392
NM_001326710	1280	99	11760
NM_001145786	3154	117	29098
NM_001118895	1758	71	16180
NM_001012304	2365	310	21544
NM_001045064	6953	606	63594
NM_199537	1555	154	14190
NM_001077735	2831	159	25946
NM_001328559	2598	96	23814
NM_200988	2330	153	21274
NM_201082	2474	108	22638
NM_213181	1884	161	17122
NM_001017583	801	348	6986
NM_001025516	1563	101	14196
NM_199812	2747	114	25008
NM_001025186	1368	81	12416
NM_131512	2178	59	19820
NM_001326532	2345	51	21348
NM_001002596	1471	84	13322
NM_199744	2103	100	19064
NM_201466	2743	292	24690
NM_001159825	533	38	4816
NM_178287	841	68	7588
