#transcript	length	unique_read_num	multiple_read_num
NM_199636	728	24341	22
NM_001009889	2617	86856	80
NM_001256631	2491	82622	82
NM_001076558	976	32341	28
NM_001076732	519	16942	22
NM_152949	1899	61610	58
NM_213493	1980	63587	30
NM_212589	1828	58609	50
NM_199535	768	24596	36
NM_213185	1250	39991	32
NM_201146	561	17919	26
NM_199595	2595	82369	58
NM_212952	393	12454	14
NM_205562	1110	35139	46
NM_001001590	1354	42552	42
NM_194398	1339	40750	34
NM_199671	1288	39120	46
NM_001003774	994	30000	20
NM_001080033	1298	39127	56
NM_001291886	784	23491	22
NM_201099	1899	56908	38
NM_181758	1208	36186	26
NM_131765	1921	57340	76
NM_201298	2030	60386	58
NM_001002527	968	28775	30
NM_201122	430	12690	18
NM_213722	1391	41003	42
NM_200742	412	12111	28
NM_177479	912	26781	40
NM_199761	1288	37519	44
NM_200650	2313	67074	80
NM_001037113	490	14193	22
NM_001003861	634	18199	30
NM_001044754	1503	43145	46
NM_001319650	804	22608	34
NM_001142543	1032	28960	28
NM_199275	1743	48749	62
NM_198806	2485	69171	84
NM_001029947	611	16947	16
NM_001076560	2446	67777	98
NM_200765	520	14406	14
NM_173224	998	27532	40
NM_173252	721	19847	36
NM_001199436	4653	127223	168
NM_213383	1824	49585	74
NM_001159528	565	15316	16
NM_214699	1423	38495	44
NM_212599	3242	86848	76
NM_213208	687	18362	26
NM_001105277	2672	71360	60
NM_201192	2166	57808	56
NM_199574	1813	48269	62
NM_199576	2107	56040	72
NM_131801	2124	56383	80
NM_199760	653	17278	6
NM_183074	1023	26886	44
NM_001002068	805	21013	40
NM_153659	2575	66873	90
NM_199994	1598	41301	24
NM_130926	621	15998	28
NM_001256193	1325	33935	38
NM_001033107	2124	54085	84
NM_194264	1218	30817	60
NM_199588	1289	32630	36
NM_199546	1638	41344	34
NM_001256190	1048	26255	54
NM_198809	1593	39943	44
NM_199771	1782	44116	64
NM_213145	1383	33990	44
NM_001003860	687	16870	20
NM_200059	1469	36017	36
NM_213019	1049	25562	64
NM_212597	953	23211	42
NM_001001820	2183	53109	48
NM_212598	1558	37742	66
NM_001003875	2443	59177	74
NM_173258	1894	45859	42
NM_001002383	1485	35920	48
NM_001115114	1300	31388	48
NM_001004639	1410	33867	40
NM_198870	2196	52581	90
NM_131874	1663	39338	50
NM_001328122	1014	23947	24
NM_152951	2332	54818	76
NM_212675	1290	30294	46
NM_201514	2028	47566	74
NM_201488	2650	62077	126
NM_199677	2030	47539	76
NM_214686	1118	26143	46
NM_199540	2833	66195	92
NM_213133	1666	38780	74
NM_001089428	3015	69539	118
NM_213417	619	14209	28
NM_001007383	1101	25053	54
NM_212766	2522	57382	122
NM_198142	2269	51540	72
NM_200182	2697	61178	80
NM_213178	1954	44246	54
NM_001017574	1635	36930	66
NM_212645	2409	54323	108
NM_201043	1067	23902	54
NM_201460	2889	64432	98
NM_212634	3083	68741	122
NM_001024407	769	17137	14
NM_200975	1284	28426	68
NM_213262	2403	53189	82
NM_213053	2688	59341	112
NM_199995	361	7952	24
NM_131245	1002	21966	20
NM_131162	2211	48412	90
NM_001172570	2593	56785	64
NM_001122654	3748	81957	124
NM_001089351	631	13695	26
NM_213013	986	21388	40
NM_001001889	2350	50847	62
NM_213293	1692	36623	30
NM_200766	1140	24560	58
NM_214683	3016	64960	94
NM_131452	2133	45802	72
NM_001002137	991	21056	38
NM_001004667	1392	29534	40
NM_001328053	660	13955	46
NM_200034	781	16494	46
NM_001305662	2633	55485	78
NM_001017588	1752	36743	80
NM_212605	1994	41724	66
NM_200025	417	8652	24
NM_001082798	1346	27919	38
NM_001123389	4247	87834	162
NM_199591	1983	40914	112
NM_214811	2239	45905	108
NM_213068	2654	54373	118
NM_153661	1378	28037	44
NM_201305	3465	70449	144
NM_001161599	1896	38496	80
NM_199569	1523	30786	56
NM_001271897	4559	92115	184
NM_213028	696	14042	38
NM_199547	2150	43392	68
NM_199562	1746	35187	66
NM_213144	4896	98536	246
NM_201467	1977	39790	86
NM_001002163	608	12170	34
NM_214721	859	17101	38
NM_001080184	1867	37129	78
NM_001020578	2563	50897	118
NM_199640	2424	47968	78
NM_212569	2189	43300	80
NM_201474	5109	100455	202
NM_001007775	1955	38298	70
NM_213519	3718	72219	180
NM_001031673	1322	25658	58
NM_001202510	960	18572	32
NM_199773	1731	33163	64
NM_173238	3052	58045	80
NM_194377	1599	30351	76
NM_201492	2157	40914	88
NM_001077463	733	13887	28
NM_001127470	488	9233	28
NM_001077355	1851	35035	78
NM_213486	1795	33912	78
NM_214815	3914	73927	124
NM_213219	2351	44293	128
NM_001277446	6296	118309	258
NM_212993	966	18123	42
NM_213442	3138	58869	104
NM_199746	2436	45478	112
NM_200745	852	15782	34
NM_001048149	944	17454	46
NM_001037677	453	8298	34
NM_001003731	915	16631	56
NM_131320	2283	41489	80
NM_194371	1972	35744	88
NM_131187	1662	30031	86
NM_130908	2177	39162	86
NM_001017582	728	13050	36
NM_181559	1968	35164	100
NM_182866	2633	47085	92
NM_001002067	764	13631	44
NM_001013455	473	8397	24
NM_001017993	2144	38070	86
NM_212990	1305	23117	72
NM_001030284	1915	33952	72
NM_001017769	1380	24453	48
NM_213130	2003	35388	80
NM_131698	944	16500	52
NM_213351	1541	26864	72
NM_201481	2606	45401	88
NM_001145604	3234	56174	140
NM_131247	1497	25945	54
NM_200030	265	4587	12
NM_001007375	881	15196	42
NM_001003868	590	10168	34
NM_001115138	2450	42136	122
NM_001080609	3345	57543	136
NM_001126109	1921	32987	102
NM_213364	2853	48965	164
NM_001127333	2139	36561	64
NM_131058	2544	42892	66
NM_001030076	1433	24108	54
NM_213080	2202	36920	102
NM_199548	1566	26193	54
NM_001327745	2576	42816	130
NM_001045564	1041	17272	68
NM_001077140	2236	37069	106
NM_200743	1036	17138	50
NM_199778	1440	23781	42
NM_001105132	2669	44046	108
NM_200094	2754	45367	100
NM_200053	755	12365	46
NM_001001844	4242	69065	196
NM_001165918	532	8638	34
NM_001103116	1209	19609	66
NM_001313699	1960	31728	88
NM_001002152	1741	28166	92
NM_001003890	2344	37852	122
NM_200737	485	7821	30
NM_212833	990	16009	2
NM_205689	1543	24872	74
NM_131139	2730	43976	114
NM_001004289	2206	35473	108
NM_200839	1497	24051	80
NM_001013443	4163	66198	186
NM_200911	1640	26051	90
NM_001002082	950	14986	56
NM_214701	708	11155	48
NM_001328494	1345	21166	78
NM_205541	1833	28815	90
NM_200016	1812	28427	106
NM_001006005	498	7777	22
NM_001290093	2662	41492	152
NM_173222	1437	22387	68
NM_001002864	1690	26282	52
NM_173263	1471	22795	80
NM_212749	1287	19862	86
NM_199756	1039	16033	64
NM_001037691	926	14272	56
NM_001002203	755	11597	50
NM_001004494	2262	34695	96
NM_199669	1459	22275	82
NM_001202486	1458	22276	52
NM_130941	4366	66569	204
NM_001017801	916	13900	44
NM_001290080	3280	49693	130
NM_001025503	1688	25553	86
NM_201476	2769	41700	174
NM_201331	1547	23298	80
NM_213515	2105	31469	98
NM_001002058	1464	21846	74
NM_001083105	1384	20646	66
NM_212653	2511	37409	122
NM_201004	538	8011	30
NM_200023	654	9681	38
NM_214773	1667	24675	88
NM_173250	1964	29024	90
NM_199604	1787	26306	84
NM_001001811	1764	25924	104
NM_001045049	1708	25106	80
NM_198364	1785	26147	82
NM_199211	2219	32425	136
NM_198070	2674	39068	140
NM_173288	1300	18980	64
NM_001099251	1172	16929	54
NM_212711	2015	29054	130
NM_001127335	2544	36671	122
NM_001081629	3711	53402	204
NM_212757	1834	26342	118
NM_001099239	2136	30634	102
NM_213640	2749	39366	186
NM_001003411	2166	30983	102
NM_213481	2542	36313	146
NM_131884	1518	21616	60
NM_199590	1018	14428	46
NM_213464	2597	36774	124
NM_213233	1406	19881	64
NM_001142954	1763	24790	112
NM_214718	2014	28366	80
NM_212802	2687	37721	128
ENSDART00000147734	912	12785	38
NM_213176	2872	40209	152
NM_001100089	1610	22522	78
NM_001017599	1089	15221	62
NM_200078	1580	22070	92
NM_212628	1695	23606	80
NM_199567	2083	28967	132
NM_199932	2022	28113	100
NM_131456	3732	51863	190
NM_001002572	1107	15330	84
NM_213530	1628	22487	74
NM_001002438	541	7458	28
NM_001002073	1238	17051	70
NM_001271820	2213	30472	110
NM_001007774	1090	15010	52
NM_213334	944	12970	52
NM_213374	1991	27331	94
NM_001003869	1684	23077	104
NM_201318	1400	19186	68
NM_001326710	1280	17523	54
NM_001083002	3725	50968	166
NM_201455	994	13560	78
NM_001002121	2041	27843	118
ENSDART00000117474	71	961	6
NM_213639	1142	15430	46
NM_131220	1791	24083	118
NM_212699	1350	18121	92
NM_212595	2011	26989	104
NM_200988	2330	31266	114
NM_212632	2072	27761	98
NM_131376	1589	21300	62
NM_198358	2667	35741	110
NM_201315	2419	32378	136
NM_199851	2230	29776	118
NM_212681	1104	14716	76
NM_001081749	2396	31856	132
NM_001009898	878	11637	52
NM_131686	3477	46049	204
NM_131177	3237	42812	194
NM_001328561	1070	14048	72
NM_200304	1822	23900	130
NM_181603	4884	63786	254
NM_001309209	2868	37430	174
NM_131355	3115	40609	164
NM_001007456	1865	24307	90
NM_173248	2072	26916	162
NM_213356	3227	41778	180
NM_131455	2783	36028	142
NM_001017603	1574	20370	72
NM_001030187	978	12631	66
NM_130995	2082	26908	94
NM_200961	1367	17597	80
NM_199949	1010	13011	36
NM_214736	1138	14618	72
NM_201504	2600	33394	166
NM_001256652	3850	49232	230
NM_200694	868	11079	72
NM_001024735	1269	16218	78
NM_131761	833	10642	40
NM_200086	1012	12899	74
NM_131573	742	9433	56
NM_200114	1681	21416	70
NM_001256191	3061	38785	188
NM_001145579	3579	45111	200
NM_001076639	2134	26793	166
NM_001002335	1771	22268	104
NM_001193352	3305	41618	124
NM_001040052	1228	15369	66
NM_001002673	2743	34286	140
NM_001018166	2664	33207	158
NM_001013533	2369	29535	122
NM_201290	1901	23626	120
NM_131851	1207	15027	42
NM_001082931	975	12150	22
NM_212994	2227	27542	128
NM_001083544	548	6780	28
NM_199996	1431	17716	50
NM_001129823	861	10626	60
NM_212567	2979	36776	154
NM_201466	2743	33829	158
NM_131493	1109	13692	40
NM_213099	2644	32581	146
NM_001282092	871	10727	48
NM_199744	2103	25875	124
NM_001014345	2836	34899	158
NM_001001399	1042	12728	84
NM_199865	576	7031	32
NM_194400	1240	15114	70
NM_001025453	1464	17830	76
NM_001020707	2405	29037	132
NM_001122784	3993	48106	240
NM_173240	1818	21893	110
NM_200291	1360	16352	66
NM_183071	1312	15722	60
NM_001002703	931	11126	50
NM_213463	3206	38296	182
NM_001037108	818	9745	58
NM_213366	2072	24713	102
NM_001077536	3668	43679	220
NM_001012304	2365	28145	154
NM_182882	1724	20496	104
NM_199820	4601	54651	270
NM_001044332	2091	24740	122
NM_001002427	555	6534	62
NM_001145359	1212	14324	66
NM_213214	1843	21780	100
NM_001003840	1070	12579	70
NM_201480	1497	17574	112
NM_001017739	862	10147	36
NM_001003501	2623	30746	178
NM_131224	1785	20886	96
NM_200949	1869	21864	100
NM_212626	1541	17966	82
NM_001004588	1911	22282	94
NM_199568	1180	13737	72
NM_001113800	1290	15003	84
NM_170763	2844	33073	184
NM_001033741	841	9765	56
NM_001083577	3079	35698	170
NM_213132	1347	15560	54
NM_200959	1797	20702	124
NM_131002	5176	59738	220
NM_199555	1267	14594	80
NM_001003881	622	7161	30
NM_001017824	1412	16244	38
NM_001040375	927	10648	40
NM_001045349	1628	18614	120
NM_001002072	1163	13300	60
NM_001004003	3275	37333	190
NM_001017601	516	5877	20
NM_001081747	1861	21113	100
NM_001079946	1489	16819	108
NM_199537	1555	17547	100
NM_200548	991	11162	80
NM_201484	2426	27296	170
NM_001030075	4555	51319	224
NM_131425	1825	20510	136
NM_001007197	1484	16694	94
NM_001113591	2287	25765	104
NM_201017	1698	19093	112
NM_200099	1417	15871	118
NM_213333	3771	42307	218
NM_001004296	3558	39825	258
NM_173261	3588	40184	230
NM_001033106	1940	21729	104
NM_131092	1791	20065	90
NM_201117	1162	12997	66
ENSDART00000153433	194	2168	12
NM_200919	1303	14522	102
NM_199570	2094	23308	170
NM_201287	2030	22631	122
NM_001003437	962	10733	28
NM_198816	2652	29406	214
NM_200999	1031	11419	62
NM_001004665	755	8335	50
NM_200342	1260	13910	80
NM_001008732	2434	26859	160
NM_001001944	4039	44529	222
NM_213533	2292	25206	170
NM_001045276	2510	27591	178
NM_200564	1980	21725	132
NM_001045073	2413	26497	130
NM_213128	2002	21930	144
NM_212832	2205	24134	132
NM_213428	1125	12283	94
NM_001004520	2587	28261	160
NM_001172680	481	5224	56
NM_001003756	989	10770	74
NM_001082865	1438	15589	136
NM_001003528	4406	47845	306
NM_001024098	2200	23870	150
NM_001003429	771	8363	46
NM_001002478	640	6945	32
NM_213363	2054	22239	136
NM_200583	1872	20251	124
ENSDART00000136876	494	5364	12
NM_213331	1267	13695	92
NM_001004660	593	6414	38
NM_201073	617	6649	48
NM_194390	1063	11468	64
NM_201326	3052	32818	212
NM_001105599	1365	14664	92
NM_200085	2164	23267	126
NM_131784	1540	16515	116
NM_001006096	1274	13580	88
NM_001017752	1868	19897	124
NM_212743	415	4403	42
NM_213440	2146	22806	126
NM_200976	7541	79692	518
NM_001082481	3774	39789	228
NM_194421	2445	25747	166
NM_213335	1416	14902	94
NM_131230	1880	19779	98
NM_212566	1185	12421	94
NM_199646	1823	19130	120
NM_001002435	1054	11040	72
NM_212572	1919	20073	134
NM_001326488	2317	24209	180
NM_213014	1822	18987	144
NM_001002297	2054	21434	130
NM_213079	1728	18032	104
NM_200199	1934	20161	128
NM_173266	486	5049	48
NM_201336	2817	29247	186
NM_001326480	998	10313	86
NM_001200009	891	9190	70
NM_152972	2976	30757	166
NM_213104	2249	23117	158
NM_212710	2233	22840	194
NM_001002473	1062	10888	54
NM_001013477	876	8983	38
NM_200103	2231	22804	122
NM_001002116	1747	17815	124
NM_214774	1990	20291	138
NM_212769	1831	18620	150
NM_001126388	3177	32310	208
NM_001002697	1052	10665	88
NM_001002164	1610	16357	86
NM_200504	1868	18951	116
NM_212586	3074	31107	222
NM_001082837	2181	22064	140
NM_001017583	801	8069	46
NM_001007771	2359	23747	136
NM_001045013	3195	32092	212
NM_198805	3777	37983	202
NM_001159825	533	5350	32
NM_213450	2688	26868	214
NM_001024377	2023	20285	94
NM_001001729	2524	25198	154
NM_200322	1385	13808	88
NM_200227	509	5070	28
NM_001197328	2211	21959	182
NM_213271	3219	31980	204
NM_001002534	818	8083	64
NM_001256205	3476	34335	242
NM_174860	1709	16870	130
NM_001076748	2222	21915	146
NM_212810	4376	43030	288
NM_001305582	4421	43362	282
NM_001007168	1086	10641	78
NM_200405	3150	30851	214
NM_201138	1662	16278	110
NM_001097584	3917	38332	264
ENSDART00000159750	944	9243	56
NM_001045306	955	9344	56
NM_001115117	1974	19254	130
NM_001017858	1127	10929	94
NM_001301360	2299	22325	160
NM_199789	1511	14627	122
NM_131151	1311	12712	82
NM_001002509	476	4598	30
NM_213280	1437	13845	106
NM_213058	2340	22552	156
NM_001025456	2764	26623	182
NM_131668	2214	21308	124
NM_001080034	1078	10351	58
NM_200220	2081	19891	150
NM_201513	1945	18561	150
NM_199683	1121	10675	70
NM_200508	3355	31879	270
NM_131109	1642	15569	126
NM_199536	2159	20464	152
NM_213077	5079	48177	316
NM_199782	2184	20672	174
NM_001007776	1513	14329	94
NM_205708	1069	10097	54
NM_001045325	1258	11840	98
NM_001302478	479	4509	32
NM_173253	4213	39621	238
NM_131710	2418	22769	100
NM_199430	1480	13899	94
NM_212899	1505	14130	90
NM_199750	1632	15288	112
NM_200369	1483	13880	108
NM_001034178	683	6373	62
NM_001130400	5294	49347	372
NM_001123007	734	6831	48
NM_001089347	2094	19467	150
NM_001017565	1107	10299	70
NM_001002064	1628	15103	116
NM_001328559	2598	24155	98
NM_181330	2728	25248	188
NM_213186	3362	31091	240
NM_001037702	3795	35109	256
NM_130973	3475	32177	202
NM_199882	3128	28907	224
NM_213051	2747	25410	172
NM_131714	3483	32166	254
NM_001353848	2062	19028	152
NM_131057	2859	26365	206
NM_199974	662	6095	52
NM_200679	1344	12350	94
NM_201327	1412	12971	92
NM_001256207	3324	30536	180
NM_214698	1755	16095	108
NM_200062	1328	12158	100
NM_001030277	4308	39511	238
NM_131820	3292	30070	238
NM_213510	2570	23564	96
NM_001012483	2671	24364	214
NM_001160335	1296	11855	56
NM_001012386	1197	10902	94
NM_200489	1714	15603	92
NM_001008585	2035	18492	128
NM_001277119	3428	31154	202
NM_201084	2789	25195	222
NM_200015	1872	16921	128
NM_001024817	3247	29344	222
NM_213455	1346	12142	94
NM_197934	2550	22971	196
NM_001305594	1300	11697	92
NM_001145786	3154	28369	230
NM_001003424	548	4905	52
NM_212617	2038	18290	144
NM_201471	2005	18003	122
NM_001105588	2100	18841	126
NM_001034987	1550	13879	120
NM_131270	1152	10354	46
NM_131594	2098	18783	148
NM_131213	2019	18078	128
NM_001002375	1284	11461	94
NM_001007359	1887	16864	112
NM_001305468	2690	23989	196
NM_199585	1876	16738	128
NM_201039	867	7730	46
NM_001014289	3974	35331	290
NM_200538	2335	20721	186
NM_001122836	1709	15159	126
NM_001003564	805	7127	58
NM_001089521	516	4564	38
NM_001007367	1852	16354	156
NM_200386	1221	10813	70
NM_001297547	864	7639	52
NM_131386	4851	42801	364
NM_001281997	741	6507	70
NM_001006057	1041	9163	72
NM_131252	2569	22609	172
NM_001145694	1937	17031	126
NM_131723	1610	14139	108
NM_001002050	1276	11217	56
NM_213159	1406	12309	88
ENSDART00000141980	913	7985	62
NM_200258	2133	18581	168
NM_212691	2508	21811	152
NM_213137	2190	19032	146
NM_001278811	896	7790	52
NM_212740	1660	14424	92
NM_213529	1681	14547	112
NM_199218	1922	16620	132
NM_213294	1525	13171	96
NM_214689	4274	36778	302
NM_001080993	3216	27703	188
NM_001017851	1753	15092	108
ENSDART00000163602	279	2403	14
NM_001271474	826	7122	32
NM_001137666	5899	50625	416
NM_001089525	3846	32943	258
NM_001003832	1547	13222	118
NM_001003944	909	7770	42
NM_212610	1800	15298	160
NM_001075103	2245	19112	152
NM_131557	2427	20599	124
NM_213072	1521	12885	100
NM_173249	703	5953	44
NM_001029956	2064	17461	134
NM_001199725	2589	21898	170
NM_212700	1492	12596	110
NM_200074	3198	27011	218
NM_214697	983	8299	66
NM_199558	4692	39593	322
NM_194380	2918	24615	204
NM_199740	1953	16478	130
NM_001326405	1647	13861	138
ENSDART00000173936	796	6698	32
NM_131450	2067	17383	80
NM_001111168	1945	16316	110
NM_001002505	686	5750	38
NM_200550	1782	14894	138
NM_001291711	916	7641	74
NM_001003422	932	7777	72
NM_001114425	1983	16515	124
NM_001003414	1644	13681	92
NM_001004641	1029	8548	72
NM_200510	2353	19527	162
NM_001002075	2141	17713	188
NM_001002102	1767	14663	90
NM_200003	1707	14116	130
NM_001077760	3124	25781	242
NM_001351700	2305	19056	136
NM_001166268	1318	10865	104
NM_153655	977	8050	78
NM_201062	1892	15588	124
NM_201087	3796	31182	300
NM_001008646	3009	24711	214
NM_001002495	436	3568	42
NM_001017660	1373	11259	94
NM_001025530	1320	10823	70
NM_212970	3040	24819	234
NM_130948	1240	10136	82
NM_001301359	2742	22423	162
NM_178436	2616	21206	236
NM_001128336	1845	14952	154
NM_201297	1684	13666	120
NM_001002544	788	6392	56
NM_200129	1694	13715	128
NM_173835	1772	14394	82
NM_001080087	1141	9230	90
NM_001110460	1552	12590	76
NM_001309435	2947	23833	190
NM_131351	1260	10146	108
NM_205599	1107	8927	80
NM_213060	2913	23472	194
NM_131447	2821	22649	182
NM_201203	1616	12962	110
NM_201321	657	5251	60
NM_001079912	2214	17750	146
NM_201324	2071	16535	162
NM_130922	2069	16506	142
NM_001044811	947	7537	78
NM_131502	3174	25249	236
NM_213216	1731	13774	124
ENSDART00000152063	1286	10240	82
NM_199655	2521	19941	198
NM_001037393	1370	10818	124
NM_213197	1918	15176	128
NM_001130604	2759	21838	170
NM_201176	975	7669	90
NM_001077250	1996	15721	150
NM_001002604	1704	13383	152
NM_001113337	2620	20568	202
NM_153669	2212	17369	164
NM_001005989	1732	13610	104
NM_212790	1357	10578	166
NM_213503	4437	34700	420
NM_001082795	1837	14380	124
NM_001007446	1859	14550	116
NM_001025506	1746	13613	160
NM_213148	1200	9367	98
NM_001328507	1428	11160	102
NM_001003439	1097	8569	78
ENSDART00000159854	901	7086	14
NM_001045552	2190	17070	176
NM_001353917	2288	17867	144
NM_131368	2562	19964	188
ENSDART00000139803	787	6177	10
NM_001030070	879	6783	88
NM_198913	3017	23355	202
NM_001013265	1080	8361	68
NM_001115141	2817	21754	200
NM_199593	1474	11338	132
NM_199755	1780	13741	94
NM_001201442	683	5238	70
NM_213191	1398	10719	112
NM_001126433	4113	31571	284
NM_001080591	2025	15554	126
NM_213448	4203	32220	312
NM_001044756	2636	20217	176
NM_001003521	2132	16308	158
NM_001029966	1711	13075	138
NM_201038	821	6287	50
NM_001020637	1220	9322	94
NM_001024404	821	6300	36
NM_201343	1686	12805	150
NM_001305543	2242	17037	190
NM_001025452	2323	17651	182
NM_212948	709	5400	42
NM_001172556	1236	9406	78
NM_214792	1407	10720	74
NM_199582	2262	17153	172
NM_213348	2353	17842	164
NM_198356	3253	24659	232
NM_001003740	1354	10250	108
NM_001113596	1641	12414	138
NM_001003763	1231	9314	96
NM_001002131	1447	10925	122
ENSDART00000125139	803	6066	64
NM_205716	3669	27702	258
NM_131107	1375	10358	108
NM_200107	1423	10714	112
NM_214723	1488	11222	94
NM_212933	1149	8634	94
NM_194373	2095	15733	128
NM_001162502	4392	32874	348
NM_001102637	1185	8841	116
NM_213443	1764	13218	100
NM_212696	2164	16187	136
NM_001144803	2895	21507	232
NM_213350	1326	9861	94
NM_212709	1904	14098	176
NM_199762	1007	7467	80
NM_001020686	1381	10267	74
NM_001083573	1082	8016	80
NM_200253	2072	15328	168
NM_001024400	608	4504	42
NM_201308	3289	24340	214
NM_001002070	1279	9443	94
NM_001037386	2280	16824	146
NM_205709	1157	8526	82
ENSDART00000136246	732	5427	10
NM_001045456	687	5054	46
NM_001002384	2677	19652	210
NM_131673	3861	28280	296
NM_201065	1326	9718	90
NM_212613	1872	13728	116
NM_213192	3045	22264	244
NM_001003418	747	5455	62
NM_200992	4540	33143	370
NM_001005592	577	4218	38
NM_001002037	2089	15240	154
NM_001017688	1620	11816	112
