#transcript	length	unique_read_num	multiple_read_num
NM_200298	785	139	27292
NM_001079973	1842	382	63788
NM_131309	1418	276	48634
NM_130995	2082	243	71498
NM_001033107	2124	452	72596
NM_001002155	566	137	19326
NM_182866	2633	535	88812
NM_213493	1980	555	65798
NM_173233	520	75	17312
NM_201468	1862	278	60614
NM_201336	2817	322	91772
NM_001003447	678	93	21856
NM_199949	1010	101	32550
NM_199708	2037	506	65298
NM_200765	520	170	16474
NM_001001399	1042	98	33232
NM_001089351	631	400	19768
NM_200028	466	180	14710
NM_001319650	804	57	25620
NM_001017574	1635	219	51856
NM_001003869	1684	296	53126
NM_001077535	2030	263	64068
NM_212762	435	87	13678
NM_198143	657	433	20282
NM_213277	2437	332	76426
NM_001089544	1215	80	37988
NM_200078	1580	143	49086
NM_201146	561	33	17354
NM_213013	986	106	30426
NM_201153	832	50	25620
NM_213466	1532	222	46900
NM_201052	1066	83	32696
NM_131025	4186	322	128370
NM_130939	1435	375	43412
NM_214723	1488	69	45284
NM_173251	890	74	26460
NM_199546	1638	228	48326
NM_213015	1944	2866	54672
NM_001043323	817	717	23348
NM_131176	1454	199	42212
NM_001256190	1048	175	30108
NM_130941	4366	561	125340
NM_001040375	927	277	26312
NM_213351	1541	158	43930
NM_001076732	519	64	14744
NM_212784	763	140	21612
NM_213107	1258	318	35508
NM_199535	768	132	21380
NM_001313770	853	51	23818
NM_201192	2166	253	60332
NM_130922	2069	194	57482
NM_001015060	2812	254	78120
NM_173263	1471	113	40754
NM_001110121	508	57	14034
NM_001161599	1896	1313	51030
NM_198366	2668	707	72380
NM_199548	1566	262	42594
NM_131580	1081	100	29446
NM_001045013	3195	1186	86016
NM_200029	495	54	13430
NM_213208	687	83	18606
NM_199749	1558	363	41804
NM_131247	1497	864	39636
NM_001145359	1212	114	32614
NM_131404	1466	157	39294
NM_001045349	1628	150	43658
NM_205562	1110	142	29448
NM_205673	1403	316	37024
NM_201579	1950	317	51232
NM_001005589	851	71	22380
NM_131112	2386	2802	60128
ENSDART00000165480	521	164	13570
ENSDART00000177307	3533	7055	85856
NM_199724	483	44	12548
NM_199771	1782	260	46112
NM_001003414	1644	492	42266
NM_199275	1743	149	45176
NM_201191	379	39	9764
NM_001044754	1503	373	38090
NM_201214	1758	310	44310
NM_173232	700	66	17574
NM_001159528	565	45	14176
NM_200025	417	44	10434
NM_212657	2706	321	67524
NM_001077804	1835	155	45772
NM_200030	265	2321	4306
NM_213464	2597	445	64136
NM_213185	1250	541	30238
NM_213236	1566	324	38204
NM_173236	2213	293	54030
NM_001002499	530	43	12890
NM_213510	2570	208	62304
NM_199956	2049	292	49514
NM_201513	1945	205	46960
NM_131047	1625	285	39032
NM_001001819	490	60	11790
NM_001080087	1141	281	27310
NM_198809	1593	91	38428
NM_001199720	2183	504	52072
NM_200495	1495	503	35466
NM_213417	619	40	14852
NM_200171	1702	114	40548
NM_200059	1469	94	34984
NM_194264	1218	135	28942
NM_199925	1383	282	32714
NM_001003861	634	2315	12688
NM_199636	728	108	17088
NM_201323	1231	210	28762
NM_001177453	903	95	21056
NM_001013345	888	78	20538
NM_001045402	900	1689	19164
NM_001001844	4242	471	97558
NM_131761	833	103	19126
NM_200023	654	81	15014
NM_001007375	881	50	20276
NM_213479	1687	228	38190
NM_001033595	4350	457	97858
NM_200650	2313	443	51710
NM_201475	1685	894	36990
NM_001201442	683	60	15288
NM_001002068	805	194	17850
NM_200771	1335	155	29666
NM_001271817	931	101	20586
NM_213148	1200	157	26402
NM_200056	904	101	19860
NM_001003731	915	88	20114
NM_213028	696	56	15274
NM_213334	944	102	20688
NM_214699	1423	97	31118
NM_001199436	4653	677	101184
NM_200766	1140	258	24638
NM_001017769	1380	166	29956
NM_200720	900	124	19508
NM_201122	430	95	9282
NM_198806	2485	251	53538
NM_131069	2357	157	50668
NM_200961	1367	212	29218
NM_131335	1226	59	26330
NM_001002203	755	211	15916
NM_213486	1795	141	38188
NM_214721	859	61	18272
NM_001115095	3041	264	64574
NM_213279	889	70	18826
NM_001127470	488	255	10108
NM_131220	1791	207	37806
NM_198870	2196	366	46228
NM_001079988	1867	230	39156
NM_001024098	2200	179	46130
NM_131376	1589	106	33246
NM_201492	2157	238	44866
NM_199761	1288	125	26784
NM_212630	2077	475	42648
NM_001003548	978	135	20128
NM_201315	2419	371	49730
NM_199576	2107	266	43310
NM_200881	1996	196	41074
NM_212709	1904	164	39136
NM_001083577	3079	793	62588
NM_001004601	3178	543	64852
NM_001030247	2625	154	53776
NM_131493	1109	96	22664
NM_001002037	2089	726	41912
NM_001326706	1360	435	27164
NM_199569	1523	367	30510
NM_001044959	1736	136	34964
NM_201039	867	779	16736
NM_199888	2218	204	44374
NM_131637	1945	222	38864
NM_001044779	1182	136	23578
NM_131098	1330	347	26292
NM_001002505	686	161	13562
NM_201455	994	582	19270
NM_001202510	960	66	18910
NM_001100089	1610	175	31602
NM_212790	1357	151	26610
NM_001123389	4247	1828	81734
NM_200694	868	71	17006
NM_213080	2202	162	43012
NM_001002468	1022	29	20000
NM_001025530	1320	428	25428
NM_199588	1289	100	25124
NM_001003868	590	146	11392
NM_001025453	1464	96	27840
NM_131573	742	58	14094
NM_212952	393	76	7400
NM_200959	1797	666	33488
NM_198877	1044	127	19622
NM_213722	1391	123	26002
NM_213235	2369	226	44266
NM_001017400	1168	99	21694
NM_173252	721	55	13394
NM_001172570	2593	452	47830
NM_200220	2081	311	38364
NM_131200	3999	654	73358
NM_199823	1848	386	33630
NM_201460	2889	266	52888
NM_001007153	1209	336	21876
NM_213382	1769	191	32246
NM_199719	1526	153	27746
NM_198142	2269	439	41028
NM_001002697	1052	209	19008
NM_001003429	771	57	14026
NM_199640	2424	426	43784
NM_201298	2030	209	36652
NM_001013536	1099	46	19892
NM_001025503	1688	96	30440
NM_001199737	2076	114	37182
NM_199683	1121	102	19968
NM_213644	826	45	14700
NM_205599	1107	121	19456
NM_199986	1703	351	29760
NM_212802	2687	256	47146
NM_001002867	8579	860	149310
NM_153669	2212	169	38538
NM_001006005	498	865	7832
NM_001079912	2214	129	38426
NM_213072	1521	123	26298
NM_001080184	1867	301	32104
NM_001127335	2544	284	43714
NM_001003622	1494	469	25332
NM_001003598	838	37	14420
NM_001126388	3177	1000	53772
NM_212605	1994	163	34134
NM_001198751	711	50	12160
NM_178437	1742	334	29562
NM_001002082	950	93	16196
NM_212703	3846	252	65650
NM_200259	1808	206	30742
NM_212993	966	65	16398
NM_001017896	893	73	15144
NM_201480	1497	106	25392
NM_213262	2403	328	40564
NM_001105277	2672	166	45282
NM_200182	2697	186	45670
NM_213104	2249	443	37774
NM_198121	1234	47	20918
NM_213002	1422	143	23942
NM_201305	3465	239	58342
NM_001328342	1608	110	27048
NM_001004652	514	37	8634
NM_201483	2936	258	49124
ENSDART00000139803	787	990	12232
NM_212632	2072	80	34716
NM_213638	1000	93	16646
NM_131092	1791	114	29694
NM_001024407	769	64	12718
NM_001271474	826	210	13516
NM_213131	1415	108	23400
NM_001007383	1101	86	18042
NM_153659	2575	179	42200
NM_198363	2192	250	35664
NM_212671	1372	100	22334
NM_198210	2720	142	44280
NM_001006022	1281	303	20522
NM_001029947	611	229	9690
NM_214718	2014	508	31982
NM_001037222	1931	158	30886
NM_001347672	7603	746	121076
NM_001080033	1298	106	20660
NM_001083544	548	32	8726
NM_200096	1729	85	27486
NM_001130697	679	80	10732
NM_001008615	943	119	14866
NM_001007168	1086	253	17002
NM_001089428	3015	315	47442
NM_199562	1746	230	27370
NM_001309531	1197	215	18654
NM_001003728	818	42	12796
NM_200839	1497	82	23410
NM_001110414	1505	170	23182
NM_001327845	953	89	14690
NM_200107	1423	855	21178
NM_001017700	639	170	9708
NM_213068	2654	125	40810
NM_194398	1339	81	20544
NM_200565	1411	77	21606
ENSDART00000145534	512	73	7794
NM_199564	1259	389	18954
NM_131059	3350	334	51084
NM_001109866	1832	471	27594
ENSDART00000178816	1019	268	15336
NM_213010	1631	104	24736
NM_200743	1036	91	15668
NM_001002487	411	134	6084
NM_001302478	479	20	7212
NM_001105695	881	70	13216
NM_212628	1695	451	25052
NM_201087	3796	288	56728
NM_200742	412	66	6120
NM_131670	1758	779	25612
NM_001031671	1213	71	18118
NM_213490	1586	56	23678
NM_001004665	755	86	11178
NM_131245	1002	69	14834
NM_001256780	2608	130	38658
NM_213133	1666	158	24606
NM_201474	5109	253	75636
NM_131702	2559	105	37884
NM_201488	2650	1322	38008
NM_213014	1822	1155	25810
NM_201287	2030	430	29582
NM_199778	1440	862	20410
NM_199773	1731	855	24672
NM_199671	1288	122	18770
NM_212681	1104	132	16050
NM_213489	2128	476	30622
NM_212766	2522	158	36348
NM_001034970	1734	477	24622
NM_001305582	4421	829	63132
NM_199746	2436	154	35062
NM_131820	3292	214	47362
NM_001320326	2130	240	30506
NM_212990	1305	91	18736
NM_001077759	1821	211	26058
NM_199996	1431	124	20504
NM_199863	2172	181	31090
NM_152972	2976	100	42684
NM_001256631	2491	315	35426
NM_001202486	1458	150	20716
NM_198817	3168	488	44774
NM_001030241	823	188	11520
NM_001327745	2576	299	36248
NM_001003890	2344	292	32928
NM_001012386	1197	89	16836
NM_001320425	2084	1389	28072
NM_001080041	2858	202	40194
NM_001105132	2669	621	37028
NM_001077322	723	242	9956
NM_213481	2542	809	34976
NM_001017858	1127	48	15780
NM_200975	1284	118	17886
NM_201203	1616	118	22532
NM_173249	703	58	9754
NM_001291711	916	47	12708
NM_199734	1635	69	22678
NM_001076558	976	158	13384
NM_212757	1834	73	25352
NM_199432	2083	119	28504
NM_001002160	1522	132	20778
NM_001290080	3280	150	44764
NM_001003860	687	86	9318
NM_001002163	608	28	8282
NM_152961	746	23	10170
NM_001045049	1708	85	23248
NM_001002604	1704	99	23074
NM_001033741	841	79	11354
NM_001079998	1535	98	20638
NM_199575	2146	75	28858
NM_001044809	4571	261	61298
NM_001126433	4113	312	54942
NM_001033108	1865	420	24588
NM_213408	2618	159	34930
NM_200080	2167	195	28818
NM_001003631	1108	85	14744
NM_205541	1833	134	24376
NM_131452	2133	252	28210
NM_001004296	3558	581	46760
NM_201062	1892	120	24942
NM_200008	762	42	10012
NM_001030076	1433	499	18356
NM_201138	1662	321	21528
NM_200919	1303	89	17026
NM_213079	1728	234	22420
NM_001037677	453	83	5836
NM_001003875	2443	165	31622
NM_198070	2674	93	34696
NM_199740	1953	118	25276
NM_213293	1692	719	21218
NM_001326547	5457	1524	69096
NM_001002427	555	47	7130
NM_197934	2550	105	32848
NM_173258	1894	638	23762
NM_001044949	2722	385	34616
NM_001127333	2139	90	27402
NM_199516	2304	430	29160
NM_212569	2189	964	27072
NM_201176	975	65	12422
NM_199760	653	32	8324
NM_001002121	2041	257	25850
NM_213640	2749	169	34976
NM_001040052	1228	103	15588
NM_131874	1663	79	21168
NM_214811	2239	125	28444
NM_001081747	1861	120	23602
NM_131509	2480	124	31328
NM_001003532	1764	77	22292
NM_001281788	6521	305	81280
NM_001302634	1322	87	16434
NM_001103116	1209	161	14936
NM_001017874	1045	44	12986
NM_131884	1518	18	18888
NM_001320404	2510	425	30738
NM_001126109	1921	251	23464
ENSDART00000152063	1286	357	15504
NM_205668	1493	88	18304
NM_213348	2353	150	28790
NM_001200015	1903	137	23268
NM_001002509	476	143	5702
NM_200094	2754	138	33646
NM_200801	1181	182	14286
NM_001256193	1325	66	16162
NM_001009898	878	120	10632
NM_212597	953	61	11588
NM_199994	1598	55	19466
NM_201343	1686	77	20488
NM_200053	755	88	9120
NM_001111168	1945	197	23510
NM_213462	1939	116	23516
NM_199723	2044	89	24704
NM_200103	2231	149	26912
NM_001045388	833	26	10070
ENSDART00000147450	927	83	11142
NM_001002703	931	51	11204
NM_200304	1822	89	21922
NM_214759	2298	71	27632
NM_200958	1832	170	21888
NM_131723	1610	53	19286
NM_200621	3430	190	40958
NM_213366	2072	81	24760
NM_001037386	2280	96	27164
NM_001045306	955	93	11302
NM_001077726	1324	1297	14472
NM_131294	747	36	8860
NM_001030197	2084	46	24772
NM_001077603	3283	140	38954
NM_173284	1132	156	13312
NM_001113591	2287	125	27054
NM_001083837	2834	301	33322
NM_200911	1640	848	18608
NM_001024429	1877	61	22192
NM_201005	1653	113	19462
NM_213639	1142	38	13446
NM_001044332	2091	170	24500
NM_213109	1610	61	18866
NM_001142954	1763	137	20588
NM_001082481	3774	320	44014
NM_001007055	1328	206	15392
NM_199729	1901	1082	21242
NM_212586	3074	140	35922
NM_200416	1414	142	16430
NM_001080054	2651	97	30872
NM_131734	904	23	10516
NM_001002557	975	113	11250
NM_213374	1991	185	22984
NM_001014289	3974	241	45948
NM_001002525	1577	177	18146
NM_173248	2072	102	23966
NM_213053	2688	224	30972
NM_213338	1428	79	16360
NM_212684	3555	229	40524
NM_201043	1067	47	12154
NM_001113800	1290	286	14458
NM_200258	2133	159	24220
NM_199574	1813	89	20602
NM_212891	1624	67	18444
NM_212832	2205	117	25016
NM_001002104	1581	180	17826
NM_001110371	2492	94	28260
NM_212591	1717	154	19382
NM_001003763	1231	51	13940
NM_001002639	1794	261	20054
NM_213535	1851	93	20862
NM_213278	2414	205	27028
NM_001007367	1852	474	20418
NM_201065	1326	153	14798
NM_200745	852	46	9560
NM_199725	632	200	6916
NM_001130400	5294	274	59208
NM_173238	3052	208	34062
NM_213099	2644	161	29504
NM_213442	3138	1082	34092
NM_001005931	2331	169	25934
NM_200099	1417	95	15752
NM_001089347	2094	85	23328
ENSDART00000136246	732	1222	6942
NM_201050	1959	102	21722
NM_001076591	1014	96	11192
NM_213077	5079	887	55638
NM_001030070	879	36	9730
NM_200550	1782	168	19630
NM_131698	944	75	10404
NM_200736	1253	150	13754
NM_200260	1376	1523	13728
NM_199591	1983	147	21822
NM_199669	1459	91	16068
NM_001328016	1754	91	19328
NM_001006013	770	44	8472
NM_201078	1493	83	16428
NM_001004494	2262	755	24094
NM_131455	2783	129	30312
NM_001030239	2705	256	29130
NM_001003840	1070	69	11550
NM_213037	926	72	9980
NM_001002073	1238	659	12778
NM_001145579	3579	129	38714
NM_001079961	2760	72	29852
NM_212676	1015	109	10892
NM_001037410	1566	68	16902
NM_201290	1901	67	20532
NM_198358	2667	69	28826
NM_200696	785	64	8428
NM_199692	2181	76	23458
NM_152951	2332	421	24738
NM_200295	1397	52	14988
NM_001033106	1940	39	20828
NM_001044757	5951	458	63538
ENSDART00000163534	1575	1072	15830
NM_001013471	1225	48	13084
NM_177479	912	157	9606
NM_213257	2641	201	28066
NM_131057	2859	232	30366
NM_200210	1247	84	13248
NM_200068	3044	688	31754
NM_213145	1383	89	14640
NM_199864	1251	36	13282
NM_001045276	2510	170	26544
NM_212589	1828	171	19224
NM_001162502	4392	459	46134
NM_001020605	737	20	7780
ENSDART00000143495	686	448	6810
NM_001123279	1871	117	19678
NM_199555	1267	67	13324
NM_200302	1501	44	15796
NM_001037113	490	49	5118
NM_194367	1521	139	15884
NM_001003758	1471	39	15442
NM_213383	1824	515	18674
NM_212599	3242	486	33510
NM_001002572	1107	48	11558
NM_200972_2	1057	39	11042
NM_001030284	1915	125	19934
NM_213093	1800	82	18738
NM_131801	2124	93	22076
NM_001017632	1861	179	19222
NM_199595	2595	86	26960
NM_001076629	1060	102	10914
NM_201463	1857	97	19170
NM_001003411	2166	353	22080
NM_001003618	1299	264	13186
NM_130908	2177	66	22458
NM_199932	2022	114	20786
NM_145195	489	142	4908
NM_001160335	1296	83	13290
NM_001159911	659	27	6764
NM_001198889	1425	152	14528
NM_198807	2455	54	25226
NM_001128529	3977	156	40776
NM_001002438	541	43	5522
ENSDART00000133014	877	460	8540
NM_001172556	1236	71	12578
NM_001193674	6777	381	68950
NM_212904	1981	100	20140
NM_001007766	2462	70	25070
NM_131710	2418	57	24598
NM_200710	2233	58	22700
NM_131450	2067	200	20844
NM_001002535	994	68	10022
NM_199790	2376	346	23752
NM_201177	964	27	9730
NM_131686	3477	124	34920
NM_205627	2866	1034	27812
NM_001012485	1916	82	19202
ENSDART00000155757	553	111	5452
NM_001100070	893	15	8962
NM_131355	3115	334	30968
NM_001002521	960	59	9578
NM_001077378	2168	77	21652
NM_001353917	2288	125	22804
ENSDART00000154111	2376	777	22996
ENSDART00000171728	1281	44	12770
NM_199218	1922	43	19158
NM_001030075	4555	226	45258
NM_001017899	1282	64	12732
NM_200115	1931	81	19136
NM_001081749	2396	155	23576
NM_001042769	1471	530	13996
NM_001003437	962	56	9438
NM_213530	1628	112	15944
NM_001003503	1289	75	12636
NM_214817	1907	157	18640
NM_199677	2030	525	19478
NM_213435	1901	98	18632
NM_213428	1125	26	11040
NM_131189	4935	80	48402
NM_001002072	1163	85	11326
NM_001008627	2362	929	22244
NM_001024073	1943	99	18958
NM_181330	2728	103	26628
NM_199684	4125	259	40150
NM_001002864	1690	451	16012
NM_001003452	1457	66	14108
NM_001193352	3305	755	31364
NM_201099	1899	193	18262
NM_001004554	4235	136	41000
NM_200227	509	68	4876
NM_200548	991	60	9562
NM_001007774	1090	32	10540
NM_001025470	1776	164	17020
NM_213370	1821	81	17538
NM_214722	3146	200	30192
NM_212735	2658	138	25492
NM_200544	1425	188	13552
NM_001004667	1392	531	12886
NM_201308	3289	124	31538
NM_200769	606	28	5798
NM_001172637	405	21	3872
NM_131187	1662	83	15866
NM_199540	2833	135	27042
NM_001017601	516	373	4576
NM_173266	486	61	4594
NM_200937	2116	77	20164
NM_001002050	1276	45	12156
NM_001288658	2035	45	19384
NM_001003483	1304	43	12406
NM_212721	2097	146	19870
NM_212711	2015	87	19138
NM_001005927	3621	121	34424
NM_200129	1694	64	16072
NM_153661	1378	58	12992
NM_001126423	5006	305	47068
NM_200291	1360	66	12790
NM_213219	2351	322	21900
NM_213450	2688	159	25238
NM_001017801	916	39	8602
NM_001024735	1269	42	11918
NM_212609	3157	542	29210
NM_199756	1039	18	9764
NM_001013455	473	38	4412
NM_201467	1977	78	18520
NM_001305588	928	44	8682
NM_201469	2279	179	21242
NM_213477	2073	606	18872
NM_213016	3014	142	28176
NM_001105599	1365	52	12768
NM_213350	1326	51	12390
NM_173253	4213	171	39294
NM_001115140	2557	125	23812
NM_213331	1267	73	11780
NM_213216	1731	300	15874
NM_001256729	1792	80	16648
NM_199547	2150	93	19954
NM_001077250	1996	56	18550
NM_001037702	3795	128	35156
NM_214772	3418	104	31668
NM_001089525	3846	116	35620
NM_200177	1899	80	17564
NM_001044756	2636	416	24068
NM_213294	1525	65	14080
NM_200674	2239	246	20472
NM_212994	2227	303	20298
NM_001110127	2367	71	21792
NM_200977	1154	44	10608
NM_001002869	2626	102	24128
NM_131055	953	159	8634
NM_001075106	3383	278	30930
NM_001002366	1347	419	11994
NM_001002448	1520	53	13940
NM_001044395	1041	26	9528
NM_001002484	1091	30	9962
NM_001037122_2	1162	29	10608
NM_001281997	741	44	6738
NM_200342	1260	32	11498
NM_001013443	4163	328	37732
NM_001013273	3625	68	32994
NM_001110126	1521	43	13828
NM_001020688	1329	95	12004
NM_194408	2698	134	24428
NM_201303	3213	150	29034
NM_001001820	2183	717	19082
NM_001017633	1921	656	16752
NM_213529	1681	39	15194
NM_001037393	1370	66	12342
NM_001018166	2664	104	23946
NM_001002874	891	24	8012
NM_212869	2180	97	19516
NM_131252	2569	139	22968
NM_001083028	2853	57	25600
NM_001013528	1199	34	10736
NM_001115117	1974	108	17592
NM_001025460	2415	825	20816
NM_001102676	5182	312	46034
NM_213024	785	58	6948
NM_131213	2019	49	17950
NM_001013300	2429	81	21562
NM_001199675	1110	69	9820
NM_131572	903	30	8002
NM_001017888	1008	47	8910
NM_201501	2246	1220	18732
NM_198821	2152	327	18782
NM_001004627	1345	55	11878
NM_001002152	1741	85	15356
NM_001005978	1296	126	11368
NM_198805	3777	333	33162
NM_001031668	3687	269	32354
NM_131442	1356	36	11948
NM_001037700	1568	62	13768
NM_001017902	1348	61	11824
NM_213280	1437	120	12544
NM_001002137	991	117	8614
NM_001012487	4758	128	41690
NM_001002067	764	22	6692
NM_001271820	2213	95	19352
NM_131599	1227	132	10648
NM_199741	998	75	8692
NM_001007456	1865	95	16282
NM_201110	864	28	7552
NM_001128680	1477	486	12464
NM_001305543	2242	159	19470
NM_200130	1538	77	13378
NM_001007059	822	22	7162
NM_200162	1861	133	16118
NM_001013344	748	238	6292
NM_199431	3428	56	29862
NM_001024403	693	44	6002
NM_001025533	2603	57	22648
NM_001017745	3410	405	29330
NM_001328507	1428	66	12384
NM_197933	1962	324	16746
NM_001006082	1057	19	9168
NM_001002688	2438	76	21104
NM_001005937	2939	70	25414
NM_001007061	1339	83	11518
NM_212702	4214	489	36012
NM_001201417	1107	226	9354
NM_001109839	2423	313	20624
NM_194377	1599	40	13772
NM_201500	2311	78	19876
NM_001017699	777	36	6662
NM_001089408	1642	34	14104
NM_212598	1558	133	13278
NM_001002465	1193	48	10210
NM_001003995	1512	146	12836
NM_001024399	989	29	8450
NM_001020758	1123	51	9574
NM_131881	1181	43	10072
NM_214815	3914	716	32782
NM_194373	2095	57	17868
NM_206829	1328	74	11278
NM_201482	2117	81	18014
NM_200522	5976	292	50768
NM_001002164	1610	82	13674
NM_200446	2044	60	17400
NM_131757	3009	64	25608
NM_212985	1619	72	13730
NM_213186	3362	153	28498
NM_199655	2521	104	21326
NM_213188	2624	87	22204
NM_001002355	2291	120	19318
NM_200211	3625	159	30588
NM_200813	1767	47	14928
NM_001017866	726	316	5836
NM_212769	1831	70	15434
NM_131765	1921	47	16216
NM_200701	1301	271	10722
NM_200954	2301	294	19140
NM_001003640	1732	57	14568
NM_178287	841	48	7022
NM_001082830	1131	373	9134
NM_199582	2262	57	18952
NM_001045845	1245	56	10398
NM_213165	1693	84	14102
NM_205689	1543	962	11938
NM_001002534	818	53	6774
NM_212653	2511	237	20714
NM_001083546	4423	133	36674
NM_001079946	1489	94	12284
NM_199646	1823	80	15072
NM_199824	2976	155	24576
NM_001001724	1252	65	10330
ENSDART00000157486	2397	814	19056
NM_001100406	1393	47	11494
NM_001030000	785	183	6304
NM_212660	4024	262	32900
NM_199820	4601	150	37766
NM_212710	2233	152	18246
NM_200555	1283	47	10500
NM_001083573	1082	50	8838
NM_001326710	1280	107	10394
NM_001102393	1428	45	11670
NM_001017637	1944	129	15816
NM_001002058	1464	56	11950
NM_212743	415	101	3300
NM_198364	1785	250	14378
NM_001202477	1456	200	11730
NM_001017851	1753	116	14238
NM_200944	1033	153	8304
NM_001007364	1096	50	8910
NM_001002698	998	69	8086
NM_213176	2872	192	23262
NM_199812	2747	143	22270
NM_212697	1759	96	14226
NM_001017651	1317	218	10498
NM_001312881	2798	483	22260
NM_131382	1726	29	13994
NM_201466	2743	291	21972
NM_200533	1158	74	9324
NM_213151	1397	67	11260
NM_001045552	2190	319	17430
NM_001004593	1842	119	14790
NM_001082798	1346	265	10622
NM_201504	2600	150	20846
NM_001025535	1024	29	8232
NM_213515	2105	70	16854
NM_199537	1555	174	12324
NM_201125	1851	48	14816
NM_001012304	2365	227	18760
NM_201082	2474	98	19726
NM_212714	2038	36	16292
NM_200646	3533	129	28110
NM_001114425	1983	82	15750
NM_001025516	1563	98	12374
NM_001009990	1994	39	15866
NM_001045471	1147	19	9122
NM_213536	1947	84	15422
NM_001017579	953	31	7554
NM_001114406	2982	90	23636
NM_001079703	1422	58	11256
NM_212572	1919	63	15204
NM_131760	1239	44	9812
NM_001103194	1392	61	10996
NM_001007187	1698	42	13440
NM_001020749	1069	42	8444
NM_201327	1412	535	10660
NM_131512	2178	63	17168
NM_001045064	6953	552	54446
NM_001145786	3154	110	24830
NM_213181	1884	161	14734
NM_214783	1935	38	15256
ENSDART00000140321	936	399	6996
NM_001005945	1105	50	8670
NM_212566	1185	123	9226
NM_001002478	640	16	5030
NM_200797	1032	34	8098
NM_001328559	2598	71	20358
