egg(transcript)	egg(UTR5)	egg(CDS)	egg(UTR3)	1cell(transcript)	1cell(UTR5)	1cell(CDS)	1cell(UTR3)	4cell(transcript)	4cell(UTR5)	4cell(CDS)	4cell(UTR3)	64cell(transcript)	64cell(UTR5)	64cell(CDS)	64cell(UTR3)	1K(transcript)	1K(UTR5)	1K(CDS)	1K(UTR3)	sphere(transcript)	sphere(UTR5)	sphere(CDS)	sphere(UTR3)	shield(transcript)	shield(UTR5)	shield(CDS)	shield(UTR3)
NM_200776	0.537072109592	0.584202716072	0.538032240605	0.500136816554	0.454099641232	0.46663807703	0.457564531513	0.429104962636	0.545049444127	0.592468270768	0.542745949029	0.523639091218	0.615836361681	0.651519765554	0.608488798961	0.617861327186	0.556047661551	0.601410821011	0.535642352295	0.603165314195	0.538733641058	0.558760225371	0.529425995101	0.561338002236	0.516975435527	0.538743387171	0.508612778158	0.532775033112
NM_200775	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.46839518219	0.472430840695	0.453968245713	0.483105580787
NM_200774	0.51652886529	0.446414635206	0.507612513599	0.579815239776	0.450930276062	0.304748485458	0.439994501186	0.517149330621	0.554274633331	0.495413165266	0.542376340584	0.638422470486	0.605431828817	0.494147621144	0.599035150766	0.667351524496	0.550456063297	0.383185010633	0.538307479241	0.659194230809	0.508939751863	0.374079598169	0.492057817764	0.622127848101	0.509731942508	NULL	0.493573091693	0.630880420499
NM_001098781	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001142586	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_200779	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.61499862144	0.565207972219	NULL	0.567188655852	0.567727781004	NULL	NULL	NULL	NULL
NM_199219	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.600692766846	NULL	0.563814127447	0.665030989823	0.542339001946	NULL	0.536250467721	NULL	0.512700389104	NULL	0.5048137825	0.525947023296
NM_199218	0.5531679804	0.486720518714	0.572344814658	0.51110958278	0.463219103366	NULL	0.479542252892	0.420189982313	0.572781298885	0.557835931296	0.582694820974	0.548363183868	0.62552549959	0.578098471986	0.645714136951	0.576222079179	0.573915704248	0.538356421695	0.578186895233	0.568444433147	0.536565955359	0.43307186511	0.547442255103	0.520135576491	0.516395584282	0.404306918292	0.520391557156	0.524909629807
NM_199749	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.523155384958	NULL	0.537564305104	0.514739084082	0.549161558127	0.584207057894	0.561773641703	0.535941523885	0.548917444744	0.612692813308	0.502616224085	0.562629878964	0.468482422543	0.483847610834	0.448624040412	0.476513911149	0.486466990308	NULL	0.449279643446	0.508341288746
NM_199748	0.472635269762	0.427421594371	0.49942004839	0.450236225295	0.439721733223	0.343449605872	0.441449686698	0.447636600679	0.504305679025	0.446560135169	0.51807500303	0.499270901515	0.553982011171	0.473946862357	0.57424034291	0.547924784157	0.560170386185	0.531549031026	0.553955641417	0.568519304005	0.516029700164	0.448055701102	0.537273903542	0.504462393564	0.540046070029	0.513059109934	0.534313855617	0.548431173106
NM_199745	0.506199832937	0.496027499277	0.508291369347	0.460312656612	NULL	NULL	NULL	0.371438568875	NULL	NULL	NULL	0.524803137839	0.598686081713	0.589315832824	0.598550816297	0.602808445955	NULL	NULL	NULL	0.627805924925	NULL	NULL	NULL	0.529121532331	0.510728230571	0.534877925364	0.507044629238	0.553762702771
NM_199744	NULL	NULL	NULL	0.467392252525	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.510405086063	0.587592741795	NULL	0.608197271824	0.56639329384	0.557017964132	NULL	0.55699358182	0.557140079124	0.515388057395	NULL	0.522140419818	0.508236198983	0.492989493486	NULL	0.489592304673	0.497670397084
NM_199211	0.492727541808	NULL	0.49084417621	0.483183601108	0.432962150907	0.451121499183	0.433021476379	0.41395686547	0.532610422646	0.554778278397	0.530403578612	0.530408495877	0.567353557096	0.592578593292	0.566209604468	0.554664565616	0.541934056173	0.548513624288	0.53480935094	0.593638900799	0.483818281446	0.445245758885	0.482137891333	0.528239338603	0.458129526322	0.400820236806	0.454823643314	0.52704694466
NM_199746	0.463834627447	0.531351446716	0.4056262917	0.475212403293	0.403278872158	0.451164877255	0.338789372214	0.421047301254	0.487119710839	0.533257092611	0.428315099443	0.502830154748	0.541255362269	0.584456320802	0.500139162073	0.551091517536	0.525099808673	0.540611817533	0.422687776919	0.563024130081	0.46554479448	0.486891565426	0.391875552554	0.492293385334	0.466658522188	0.472371553725	0.391145194515	0.496588013996
NM_199741	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.57169809389	0.563573588394	0.588601506738	0.458449352225	0.593875519252	0.550081037277	0.616136731219	0.485132688248	0.581469039521	0.615802202512	0.579387967996	0.52796249623	0.506968016662	0.437301879884	0.528957584024	0.416531230497	0.514472111918	0.425267309721	0.531536847785	0.455200404581
NM_199740	0.490344448186	0.458246034912	0.501403193825	0.448123520336	0.432545057262	0.332872103209	0.445823886247	0.386568740301	0.532811819307	0.50660921516	0.539493488919	0.503681848116	0.565926711346	0.559186694305	0.569478383541	0.549153745753	0.538171928429	0.535953735131	0.535972964802	0.538361623068	0.483333864425	0.412427054987	0.488538376621	0.468460598928	0.476750729397	0.340588485123	0.48039474985	0.471469047017
NM_199743	0.493054105179	0.47490151489	0.517035919693	0.46654593433	0.433128336171	0.38613721755	0.455019404821	0.412708766181	0.535992054342	0.477610514977	0.544746760793	0.533031648334	0.598079158591	0.584737633114	0.626402719094	0.569125591594	NULL	NULL	NULL	0.610700553417	0.562261573919	0.508954643887	0.556663118801	0.5746787903	NULL	NULL	NULL	NULL
NM_199742	0.474062377828	0.410763073879	0.490122090768	0.458661019524	0.439051088465	0.357130185762	0.450060922722	0.429652262823	0.504269633607	0.4161134245	0.517864730563	0.495429606324	0.542635142319	0.444956988634	0.54516024125	0.547104942093	0.532404591865	0.557919809498	0.517877744527	0.547778188491	0.485065644519	0.434737886488	0.474232672883	0.503427081621	0.501872212675	0.384440058996	0.48222768818	0.531996835498
NM_001089554	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001089550	NULL	NULL	NULL	0.459361056668	NULL	NULL	NULL	0.440522279084	NULL	NULL	NULL	0.49218219055	NULL	NULL	NULL	0.556019056914	NULL	NULL	NULL	0.563777969594	NULL	NULL	NULL	0.5064997902	NULL	NULL	NULL	NULL
NM_001130643	0.541358532119	NULL	0.541358532119	NULL	0.474118967236	NULL	0.473996801031	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.589560273623	NULL	0.589560273623	NULL	0.519879992077	NULL	0.520566382744	NULL	NULL	NULL	NULL	NULL
NM_001320414	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001130649	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001130648	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001002315	0.508282069887	NULL	0.533438867618	0.466078843246	0.441409614529	0.438298623512	0.459332499457	0.398528704061	0.541705688778	0.554881100627	0.555603267827	0.500911675513	0.594002838278	0.577358001514	0.609479297207	0.563887081173	0.545628866747	0.585289671214	0.533983303065	0.552663248866	0.513420525868	0.510833849115	0.520683996184	0.496636535436	NULL	NULL	NULL	NULL
NM_001002314	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.564653808786	NULL	0.565815379114	0.529458882037	NULL	NULL	NULL	NULL
NM_001002317	0.490213802618	0.434053546372	0.496942228617	0.429437850528	0.436122367874	0.374521104707	0.447112043197	0.405009729828	0.514272924362	0.489575503388	0.504262830045	0.482785554359	0.579678237372	0.578407927298	0.572247823298	0.522588914354	0.574759600251	0.582783000632	0.527881191366	0.754336190591	0.540762571063	0.545018050841	0.519944256145	0.562278068409	0.48917926338	0.437142418556	0.471382653871	0.526776888846
NM_001002316	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.550519894377	0.505108908913	0.559155525322	0.53780203513	0.583138722772	0.548031698722	0.595395812467	0.557762242709	0.53640930124	0.517804690365	0.539160823954	0.532983610241	0.48066166762	0.44785990247	0.485395228401	0.475870982055	0.503410234379	0.427222695959	0.505676723688	0.516751281928
NM_001002311	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001002313	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001002312	NULL	NULL	NULL	0.525587867139	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.595381361	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001002319	NULL	NULL	NULL	0.527822645236	0.452652516277	0.503993400379	0.418152363707	0.469517972641	0.548008896934	0.54457538683	0.514561581969	0.569536299952	0.590961357705	0.553065130892	0.565802896857	0.612657420656	0.585884807931	0.558046960653	0.524787532687	0.633344257463	0.514339788837	0.471379710744	0.469704898235	0.554150187301	NULL	NULL	NULL	NULL
NM_001002318	NULL	NULL	NULL	NULL	0.411508965942	NULL	NULL	0.400811321205	0.504962940009	NULL	0.512561791923	0.499912014463	0.535455334843	0.613504294199	0.549867720516	0.517337461337	0.525556754153	NULL	0.518035601632	0.523459456033	0.476318573759	0.512565595409	0.478387942889	0.469612550941	NULL	NULL	NULL	NULL
NM_201578	0.495866402686	NULL	0.495242246902	0.458158227035	0.433922539864	0.409336840955	0.435708778888	0.399092483956	0.525762193726	0.526005143343	0.521855068755	0.531778824764	0.572110434889	0.523164757664	0.57049731285	0.560233143463	0.535322840888	0.592212777399	0.52235468069	0.708430220087	0.485181604824	0.477083587058	0.483652720952	0.480944324584	0.460084126079	0.465313177368	0.458851757138	0.429181854853
NM_201579	0.500736956115	NULL	0.507109000905	0.474878650208	0.43171332274	NULL	0.414962773556	0.472163853445	0.516650536427	NULL	0.520728804528	0.503499508099	0.559282608499	NULL	0.567537893304	0.53321970548	0.518522857279	NULL	0.501717112919	0.561604348261	0.493648637717	NULL	0.484860560224	0.511800766368	0.4848987314	NULL	0.461721000423	0.540431850301
NM_201577	0.470994253199	NULL	0.5004801633	0.429852047732	0.446244731738	NULL	0.465111679143	0.417800136085	0.526879946636	0.461786925548	0.550327964263	0.495879276668	0.57315403654	0.543644723167	0.595787177063	0.540255565374	0.55450785032	0.427333065917	0.565345568434	0.545203115334	0.499912767434	0.403145384082	0.499346326827	0.502715612018	0.489280891395	NULL	0.468961165755	0.518945769004
NM_001080173	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001080171	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.542334539774
NM_001080170	NULL	NULL	NULL	NULL	0.458742492993	0.479322370201	0.458382312693	NULL	NULL	NULL	NULL	NULL	0.603814718112	NULL	0.603391070515	NULL	0.573127502955	0.618754724387	0.572255565207	NULL	0.534214763718	0.51949403303	0.534310958011	NULL	NULL	NULL	NULL	NULL
NM_001080177	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.576053188762	NULL	NULL	0.56548161673	0.531263771565	0.569187476376	NULL	0.524000663736	0.475422416885	0.527965960999	NULL
NM_001080176	0.494192056118	0.279379194008	0.52094610927	0.418571738665	0.448605055719	0.359219917538	0.473788385999	0.370103734666	0.542976822206	0.39852220863	0.574202095205	0.450164224289	0.590279568252	0.415169297487	0.622792990101	0.497552186238	0.562481776451	0.35492406555	0.589036672915	0.484327854663	0.515428205431	0.282796543598	0.553083475521	0.40705843013	NULL	NULL	NULL	NULL
NM_001012389	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001080174	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.622613058557	NULL	0.635565291407	0.594138396674	NULL	NULL	NULL	NULL	0.55630005675	0.550707258756	0.555893471626	0.555810230095	NULL	NULL	NULL	NULL
NM_213395	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001012386	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.596012373067	0.601380505985	0.584559190754	0.602570627871	0.506011034028	0.454422135673	0.488082536634	0.533809066156	0.476579871838	0.424043281551	0.455632409209	0.510413312523
NM_213397	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001012384	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.512717411437	NULL	NULL	NULL	0.56282423029	NULL	NULL	NULL	0.562268633942	0.527087802735	0.492347503879	0.541965356372	0.490862898348	NULL	NULL	NULL	NULL
NM_001012383	NULL	NULL	NULL	0.502620428443	0.437426103892	NULL	NULL	0.457887713073	NULL	NULL	NULL	0.561331696328	0.581599319607	NULL	NULL	0.596242395225	0.58223595808	NULL	0.547916743054	0.627503641582	0.525384065847	0.535956622565	0.491674924124	0.580982968008	NULL	NULL	NULL	NULL
NM_001012382	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_213393	0.487434068484	NULL	0.502154641935	0.476369850942	0.445708467364	NULL	0.46567692782	0.418698967968	0.554885486633	NULL	0.561204727706	0.542932124902	0.605404050516	NULL	0.632060114299	0.573295100774	0.572061356015	NULL	0.56628039718	0.577533299803	0.535917109138	NULL	0.541323035588	0.527417671476	0.533414736191	NULL	0.515421748715	0.55515244403
NM_153659	0.515255156279	NULL	0.523873269687	0.500240244759	0.425058994712	0.448239903844	0.423485979924	0.424025086573	0.532765345881	0.481969546211	0.519831788231	0.552653914791	0.571162454687	0.582774407073	0.567425483613	0.573804605183	0.563089503502	0.487647219973	0.534530213111	0.608412802021	0.507768540038	0.448899067434	0.46584747907	0.570160133875	0.492911630847	0.424728904849	0.446178834633	0.560749419675
NM_153658	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001193381	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.585617784946	NULL	NULL	NULL	NULL	NULL
NM_001013536	0.477044982318	0.492450716192	0.474378733075	0.462396962735	0.426685098613	0.458627495207	0.417489282154	0.403249929265	0.486933783771	0.485646954295	0.499842165074	0.453601062329	0.538521754705	0.55719197282	0.543479036207	0.510344806898	0.525375025385	0.503148939869	0.528874100884	0.522986775541	0.45940515736	0.46488778919	0.453503841661	0.453796449114	0.467230794223	0.446389840485	0.460065726749	0.483143295709
NM_153653	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.57277747394	NULL	0.576823554818	0.536799300279	NULL	NULL	NULL	0.517749933646	0.528060353303	NULL	0.533891266289	0.458529785091	NULL	NULL	NULL	NULL
NM_153652	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_153655	0.49726576166	0.382339499353	0.515521698327	0.428358868468	0.441110250672	0.296630144408	0.460600582983	0.354576061874	0.509864052575	0.503635686228	0.509386915976	0.507846580271	0.565374060398	0.497582253696	0.576003981183	0.530277126243	0.553582431843	0.529302631829	0.546151835728	0.597804255346	0.475294313426	0.38017635817	0.489695036191	0.42378020537	0.476375515675	0.406333244968	0.484902724392	0.448574155183
NM_153654	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001351662	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001002037	0.474201230625	NULL	0.472344492334	NULL	0.450739505901	NULL	0.449688130889	NULL	0.555955651525	NULL	0.554841178412	NULL	0.564788506347	0.493206290009	0.564363939374	NULL	0.534198081949	0.407738945044	0.534160300281	NULL	0.491486941555	0.393838228762	0.491599779077	NULL	0.480808871734	0.419696869575	0.479795421328	NULL
NM_001013534	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001044768	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.588760484296	NULL	NULL	NULL	NULL	0.551691862441	NULL	NULL	0.541498313076	NULL	NULL	NULL	0.528808416069
NM_001044769	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.551572491897	NULL	0.548549732553	0.564938236337	NULL	NULL	NULL	NULL
NM_001044766	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001044767	0.479919980659	0.469225017582	0.485339651213	0.374438486564	0.426659108837	0.427543483725	0.430897338111	0.33138828241	0.520242393891	0.501020581448	0.525236063367	0.441192489538	0.597161985255	0.581067721922	0.601955112013	0.516603607837	0.568895985313	0.57198644313	0.568863984463	0.56076954372	0.536383682697	0.504637904886	0.541042864348	0.474177580936	NULL	NULL	NULL	NULL
NM_001044764	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001044762	0.491776771016	NULL	0.501977751249	0.466503253484	0.421044118578	0.368187230768	0.435485441175	0.376571682242	0.52284423691	NULL	0.525916504906	0.515683678987	0.584306538017	NULL	0.587491739864	0.577322832183	0.563661445903	0.603906983486	0.561115735425	0.56286266362	0.517844967532	0.487608451502	0.515176418669	0.526948805611	NULL	NULL	NULL	0.585452690124
NM_198803	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.538287389637	0.567970608629	0.544342316305	0.498210135294
