	egg(transcript)	egg(UTR5)	egg(CDS)	egg(UTR3)	1cell(transcript)	1cell(UTR5)	1cell(CDS)	1cell(UTR3)	4cell(transcript)	4cell(UTR5)	4cell(CDS)	4cell(UTR3)	64cell(transcript)	64cell(UTR5)	64cell(CDS)	64cell(UTR3)	sphere(transcript)	sphere(UTR5)	sphere(CDS)	sphere(UTR3)	shield(transcript)	shield(UTR5)	shield(CDS)	shield(UTR3)
NM_199218	0.5531679804	0.48672051871399996	0.572344814658	0.5111095827800001	0.463219103366	NULL	0.47954225289200003	0.420189982313	0.572781298885	0.5578359312960001	0.582694820974	0.548363183868	0.62552549959	0.5780984719860001	0.645714136951	0.576222079179	0.536565955359	0.43307186511000006	0.547442255103	0.520135576491	0.5163955842819999	0.404306918292	0.5203915571559999	0.5249096298070001
NM_199749	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5231553849580001	NULL	0.537564305104	0.5147390840820001	0.5491615581270001	0.584207057894	0.561773641703	0.5359415238849999	0.468482422543	0.483847610834	0.448624040412	0.476513911149	0.486466990308	NULL	0.449279643446	0.508341288746
NM_199748	0.472635269762	0.427421594371	0.4994200483899999	0.450236225295	0.439721733223	0.343449605872	0.441449686698	0.447636600679	0.504305679025	0.446560135169	0.51807500303	0.49927090151500003	0.553982011171	0.47394686235699995	0.57424034291	0.5479247841570001	0.5160297001640001	0.44805570110200005	0.537273903542	0.504462393564	0.540046070029	0.513059109934	0.5343138556170001	0.548431173106
NM_199745	0.506199832937	0.49602749927699996	0.5082913693469999	0.460312656612	NULL	NULL	NULL	0.37143856887500004	NULL	NULL	NULL	0.524803137839	0.598686081713	0.589315832824	0.598550816297	0.602808445955	NULL	NULL	NULL	0.529121532331	0.510728230571	0.534877925364	0.507044629238	0.5537627027709999
NM_199744	NULL	NULL	NULL	0.467392252525	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.510405086063	0.587592741795	NULL	0.6081972718240001	0.5663932938399999	0.515388057395	NULL	0.522140419818	0.508236198983	0.492989493486	NULL	0.48959230467299997	0.497670397084
NM_199211	0.492727541808	NULL	0.4908441762100001	0.48318360110799996	0.432962150907	0.45112149918300004	0.433021476379	0.41395686547	0.532610422646	0.554778278397	0.5304035786119999	0.530408495877	0.567353557096	0.592578593292	0.5662096044680001	0.554664565616	0.483818281446	0.44524575888499995	0.482137891333	0.528239338603	0.45812952632200005	0.40082023680600004	0.454823643314	0.52704694466
NM_199746	0.463834627447	0.531351446716	0.40562629170000003	0.475212403293	0.403278872158	0.45116487725500004	0.338789372214	0.421047301254	0.48711971083899996	0.533257092611	0.42831509944300006	0.502830154748	0.541255362269	0.584456320802	0.500139162073	0.551091517536	0.46554479447999997	0.486891565426	0.39187555255400003	0.49229338533399997	0.466658522188	0.472371553725	0.39114519451499996	0.496588013996
NM_199741	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.57169809389	0.563573588394	0.5886015067379999	0.45844935222499994	0.593875519252	0.550081037277	0.616136731219	0.485132688248	0.506968016662	0.437301879884	0.5289575840240001	0.41653123049699997	0.514472111918	0.42526730972099996	0.531536847785	0.455200404581
NM_199740	0.490344448186	0.458246034912	0.501403193825	0.448123520336	0.432545057262	0.332872103209	0.44582388624700003	0.386568740301	0.532811819307	0.50660921516	0.5394934889190001	0.503681848116	0.565926711346	0.559186694305	0.569478383541	0.549153745753	0.48333386442500004	0.412427054987	0.488538376621	0.468460598928	0.476750729397	0.340588485123	0.48039474984999997	0.47146904701700004
NM_199743	0.493054105179	0.47490151488999993	0.517035919693	0.46654593432999997	0.433128336171	0.38613721755	0.455019404821	0.412708766181	0.5359920543419999	0.47761051497699997	0.544746760793	0.5330316483340001	0.598079158591	0.584737633114	0.626402719094	0.569125591594	0.562261573919	0.508954643887	0.556663118801	0.5746787903	NULL	NULL	NULL	NULL
NM_199742	0.474062377828	0.410763073879	0.49012209076800006	0.458661019524	0.439051088465	0.357130185762	0.45006092272200005	0.429652262823	0.504269633607	0.41611342450000005	0.517864730563	0.49542960632399996	0.542635142319	0.44495698863399996	0.54516024125	0.547104942093	0.48506564451899997	0.434737886488	0.47423267288300003	0.503427081621	0.5018722126749999	0.384440058996	0.48222768818000006	0.531996835498
NM_001089550	NULL	NULL	NULL	0.459361056668	NULL	NULL	NULL	0.440522279084	NULL	NULL	NULL	0.49218219055	NULL	NULL	NULL	0.556019056914	NULL	NULL	NULL	0.5064997902	NULL	NULL	NULL	NULL
NM_001130643	0.541358532119	NULL	0.541358532119	NULL	0.474118967236	NULL	0.473996801031	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.519879992077	NULL	0.520566382744	NULL	NULL	NULL	NULL	NULL
NM_001002315	0.508282069887	NULL	0.533438867618	0.466078843246	0.441409614529	0.438298623512	0.459332499457	0.398528704061	0.5417056887780001	0.554881100627	0.555603267827	0.500911675513	0.5940028382779999	0.577358001514	0.609479297207	0.563887081173	0.513420525868	0.510833849115	0.520683996184	0.496636535436	NULL	NULL	NULL	NULL
NM_001002314	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.564653808786	NULL	0.5658153791139999	0.529458882037	NULL	NULL	NULL	NULL
NM_001002317	0.49021380261799996	0.434053546372	0.496942228617	0.429437850528	0.436122367874	0.374521104707	0.44711204319700004	0.405009729828	0.514272924362	0.489575503388	0.504262830045	0.482785554359	0.579678237372	0.5784079272980001	0.5722478232980001	0.522588914354	0.540762571063	0.545018050841	0.5199442561450001	0.562278068409	0.48917926338	0.437142418556	0.47138265387100003	0.5267768888459999
NM_001002316	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.550519894377	0.505108908913	0.559155525322	0.53780203513	0.583138722772	0.548031698722	0.5953958124669999	0.557762242709	0.48066166761999995	0.44785990247	0.48539522840099997	0.475870982055	0.503410234379	0.427222695959	0.505676723688	0.516751281928
NM_001002312	NULL	NULL	NULL	0.525587867139	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.595381361	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001002319	NULL	NULL	NULL	0.527822645236	0.452652516277	0.503993400379	0.41815236370700004	0.469517972641	0.548008896934	0.54457538683	0.514561581969	0.5695362999520001	0.590961357705	0.5530651308919999	0.565802896857	0.612657420656	0.5143397888369999	0.471379710744	0.469704898235	0.554150187301	NULL	NULL	NULL	NULL
NM_001002318	NULL	NULL	NULL	NULL	0.411508965942	NULL	NULL	0.40081132120499996	0.504962940009	NULL	0.512561791923	0.499912014463	0.535455334843	0.613504294199	0.549867720516	0.517337461337	0.476318573759	0.512565595409	0.47838794288900005	0.46961255094099996	NULL	NULL	NULL	NULL
NM_201578	0.495866402686	NULL	0.495242246902	0.45815822703500003	0.43392253986400003	0.409336840955	0.435708778888	0.399092483956	0.525762193726	0.526005143343	0.521855068755	0.5317788247640001	0.5721104348889999	0.5231647576640001	0.5704973128499999	0.560233143463	0.485181604824	0.47708358705799997	0.483652720952	0.48094432458400005	0.460084126079	0.465313177368	0.45885175713799997	0.429181854853
NM_201579	0.500736956115	NULL	0.507109000905	0.474878650208	0.43171332273999996	NULL	0.414962773556	0.472163853445	0.516650536427	NULL	0.520728804528	0.503499508099	0.559282608499	NULL	0.567537893304	0.53321970548	0.493648637717	NULL	0.484860560224	0.511800766368	0.4848987314	NULL	0.461721000423	0.540431850301
NM_201577	0.470994253199	NULL	0.5004801633	0.429852047732	0.446244731738	NULL	0.465111679143	0.41780013608499994	0.526879946636	0.46178692554799994	0.550327964263	0.495879276668	0.57315403654	0.543644723167	0.595787177063	0.540255565374	0.499912767434	0.403145384082	0.49934632682700003	0.5027156120180001	0.489280891395	NULL	0.46896116575499996	0.518945769004
NM_001080171	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5423345397739999
NM_001080170	NULL	NULL	NULL	NULL	0.458742492993	0.479322370201	0.458382312693	NULL	NULL	NULL	NULL	NULL	0.603814718112	NULL	0.603391070515	NULL	0.534214763718	0.5194940330300001	0.534310958011	NULL	NULL	NULL	NULL	NULL
NM_001080177	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.56548161673	0.5312637715649999	0.569187476376	NULL	0.524000663736	0.47542241688500003	0.527965960999	NULL
NM_001080176	0.494192056118	0.279379194008	0.52094610927	0.41857173866499997	0.448605055719	0.359219917538	0.473788385999	0.370103734666	0.542976822206	0.39852220863000004	0.574202095205	0.45016422428900005	0.590279568252	0.415169297487	0.622792990101	0.497552186238	0.515428205431	0.282796543598	0.553083475521	0.40705843013000004	NULL	NULL	NULL	NULL
NM_001080174	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.622613058557	NULL	0.635565291407	0.594138396674	0.5563000567499999	0.550707258756	0.555893471626	0.555810230095	NULL	NULL	NULL	NULL
NM_001012386	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.506011034028	0.454422135673	0.48808253663400003	0.533809066156	0.476579871838	0.424043281551	0.455632409209	0.510413312523
NM_001012384	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.512717411437	NULL	NULL	NULL	0.56282423029	0.527087802735	0.492347503879	0.5419653563719999	0.49086289834799995	NULL	NULL	NULL	NULL
NM_001012383	NULL	NULL	NULL	0.502620428443	0.43742610389200004	NULL	NULL	0.457887713073	NULL	NULL	NULL	0.561331696328	0.581599319607	NULL	NULL	0.596242395225	0.525384065847	0.535956622565	0.491674924124	0.580982968008	NULL	NULL	NULL	NULL
NM_213393	0.48743406848399995	NULL	0.5021546419349999	0.476369850942	0.445708467364	NULL	0.46567692782	0.41869896796800005	0.554885486633	NULL	0.5612047277059999	0.5429321249019999	0.605404050516	NULL	0.632060114299	0.573295100774	0.5359171091380001	NULL	0.541323035588	0.527417671476	0.533414736191	NULL	0.515421748715	0.5551524440300001
NM_153659	0.515255156279	NULL	0.523873269687	0.500240244759	0.425058994712	0.44823990384400003	0.423485979924	0.42402508657300003	0.532765345881	0.481969546211	0.519831788231	0.552653914791	0.571162454687	0.582774407073	0.5674254836129999	0.5738046051829999	0.507768540038	0.448899067434	0.46584747906999996	0.570160133875	0.492911630847	0.424728904849	0.44617883463299995	0.560749419675
NM_001193381	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.585617784946	NULL	NULL	NULL	NULL	NULL
NM_001013536	0.47704498231799997	0.492450716192	0.47437873307499995	0.46239696273500003	0.42668509861299997	0.458627495207	0.41748928215400005	0.403249929265	0.486933783771	0.485646954295	0.499842165074	0.453601062329	0.538521754705	0.55719197282	0.543479036207	0.510344806898	0.45940515736000004	0.46488778919	0.45350384166100005	0.45379644911399997	0.467230794223	0.446389840485	0.46006572674900004	0.483143295709
NM_153653	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5727774739399999	NULL	0.576823554818	0.536799300279	0.528060353303	NULL	0.533891266289	0.45852978509099995	NULL	NULL	NULL	NULL
NM_153655	0.49726576166	0.382339499353	0.515521698327	0.428358868468	0.441110250672	0.296630144408	0.460600582983	0.354576061874	0.509864052575	0.503635686228	0.5093869159759999	0.5078465802709999	0.565374060398	0.49758225369599995	0.576003981183	0.530277126243	0.47529431342600004	0.38017635817	0.48969503619099997	0.42378020537	0.476375515675	0.406333244968	0.484902724392	0.448574155183
NM_001002037	0.474201230625	NULL	0.472344492334	NULL	0.450739505901	NULL	0.449688130889	NULL	0.555955651525	NULL	0.554841178412	NULL	0.564788506347	0.493206290009	0.564363939374	NULL	0.491486941555	0.393838228762	0.49159977907700003	NULL	0.480808871734	0.419696869575	0.47979542132799996	NULL
NM_001044768	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.588760484296	0.551691862441	NULL	NULL	0.5414983130759999	NULL	NULL	NULL	0.528808416069
NM_001044769	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.551572491897	NULL	0.548549732553	0.564938236337	NULL	NULL	NULL	NULL
NM_001044767	0.479919980659	0.46922501758199997	0.485339651213	0.37443848656400003	0.426659108837	0.427543483725	0.430897338111	0.33138828241	0.520242393891	0.501020581448	0.525236063367	0.441192489538	0.597161985255	0.581067721922	0.601955112013	0.516603607837	0.536383682697	0.504637904886	0.541042864348	0.474177580936	NULL	NULL	NULL	NULL
NM_001044762	0.491776771016	NULL	0.501977751249	0.46650325348399996	0.421044118578	0.36818723076800003	0.435485441175	0.37657168224200005	0.52284423691	NULL	0.525916504906	0.515683678987	0.584306538017	NULL	0.587491739864	0.577322832183	0.517844967532	0.487608451502	0.515176418669	0.526948805611	NULL	NULL	NULL	0.585452690124
NM_198803	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.538287389637	0.567970608629	0.5443423163050001	0.498210135294
NM_001079665	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.573665150418	NULL	0.57334496577	NULL	NULL	NULL	NULL	NULL
NM_145118	0.5082223283030001	NULL	0.519875515043	0.46318324261699995	0.432350913569	0.457502454102	0.43554855162600004	0.41477739715499995	0.526327875199	0.513313422535	0.529597323548	0.511952010938	0.576334411017	NULL	0.579260872435	0.564806027024	0.500745265705	0.44985329701800003	0.49847387792	0.515225870497	0.505696197149	0.518358623501	0.505091915607	0.507149736629
NM_001017609	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.537123361795	NULL	0.552413946505	NULL	NULL	NULL	NULL	NULL	NULL
NM_001017608	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.574367408816	0.538181760072	0.595988890582	0.473944223693	0.5929514671689999	0.54561179771	0.61193121329	0.5179716119810001	0.508489527264	0.432526719445	0.529054660372	0.449946579849	0.501889692895	0.460642546383	0.517851168121	0.44371362134
NM_001017604	0.49825582968800003	NULL	0.508427411464	0.466555652944	0.437497164366	0.493221712468	0.448471481889	0.391304296866	0.536859356271	0.582415418094	0.551570168517	0.48600727340800004	0.591353289899	0.6328478011550001	0.595430338333	0.571292242277	0.5605460598040001	NULL	0.573396691816	0.524287452629	NULL	NULL	NULL	NULL
NM_001017601	0.561297657085	0.478199434071	0.569277323874	NULL	0.476974890815	NULL	0.485081253257	NULL	0.606132644115	0.503554173318	0.61450746561	NULL	0.651543175188	0.608390523084	0.6552256184749999	NULL	0.537381911093	0.421964969217	0.547695875573	NULL	0.49849670125	0.381826654662	0.511636737765	NULL
NM_001017600	NULL	NULL	0.5472971693199999	0.497725407049	0.44317089744800003	0.39017931908	0.466919769374	0.438917200827	0.550888731925	0.505474861136	0.556641105098	0.579978236101	0.575756115907	0.523805265388	0.590262058364	0.599938338064	0.502997318622	0.48049034174099997	0.502938860842	0.528784779932	0.4643943313	0.426926701502	0.45782049130099994	0.506032563306
NM_001017603	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.48341237016000005	NULL	0.475460401092	0.495234355354
NM_001171029	NULL	NULL	NULL	0.560900754229	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5593172598789999	NULL	NULL	NULL	0.635613228833	0.548629504068	0.6001585672699999	0.545178331663	0.5474983817629999	NULL	NULL	NULL	NULL
NM_001098392	0.503743300907	0.388161869599	0.524590772975	0.47055994857100003	0.443157943276	0.37710264932800003	0.453693929226	0.42267051361900004	0.502836166153	0.484091380448	0.508857951623	0.490876567527	0.560689315638	0.46793566576800005	0.5745005837680001	0.547684422589	0.477764552075	0.422214677976	0.486927287295	0.46921087509	0.49629200729999995	0.46843550638099996	0.500291065787	0.48638536136699995
NM_001113342	NULL	NULL	NULL	NULL	NULL	NULL	0.48188509001999996	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5745987601560001	0.582486244466	0.5747248328310001	NULL	NULL	NULL	NULL	NULL
NM_001080689	NULL	NULL	NULL	NULL	0.533692598914	NULL	0.529118055404	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.59194006799	NULL	0.5892549527009999	0.618474845836	NULL	NULL	NULL	NULL
NM_001080684	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.545186530381	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001080686	0.525951877489	0.480881099799	0.493243879696	0.5387200629860001	0.455678455795	0.42959910713699995	0.429195545769	0.464207872209	0.561724409908	0.49649121237899996	0.529565493862	0.576672749645	0.610176903457	0.543265502664	0.616755708347	0.607596294794	0.560601788384	0.452539684691	0.511999421233	0.58299071502	NULL	NULL	NULL	NULL
NM_001080683	NULL	NULL	NULL	0.513446616258	0.47829185054300005	NULL	0.472075826988	0.487982217894	0.5561063922339999	0.5123933501969999	0.565402123808	0.550485305295	0.603283971366	0.462219297917	0.607130797896	0.6072810180579999	0.540524201998	0.49140851507100003	0.5288475444430001	0.558087447558	0.586641928515	NULL	0.556419213058	0.611717426255
NM_212694	0.491892304077	NULL	0.51235049834	0.467969278056	0.43165664439499996	NULL	0.44948883698299996	0.40832960860100004	0.5224301926780001	NULL	NULL	0.503297751449	0.575209008854	NULL	0.5893815317059999	0.5612574198129999	0.49094609678499995	NULL	0.493582377951	0.487422087898	NULL	NULL	NULL	NULL
NM_001076749	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.654611210437	NULL	0.650184788603	NULL	0.556215790974	NULL	0.549845465128	NULL	0.555702342246	NULL	0.551246328815	NULL
NM_001102621	NULL	NULL	NULL	0.503104673593	NULL	NULL	NULL	0.43452528974699994	NULL	NULL	NULL	0.553314549618	NULL	NULL	NULL	0.611283960999	0.5719603320709999	NULL	0.570080405278	0.574302778369	NULL	NULL	NULL	NULL
NM_212692	0.5365756107549999	0.47692544036000006	0.543075351856	0.447207279216	0.458044897321	0.391423362484	0.46448924113799994	0.37330400767	0.571786406465	0.557924286352	0.575378093538	0.512308796499	0.602427889583	0.563728449722	0.6067139236219999	0.547685350943	0.528093156857	0.381698781616	0.532480358815	0.537950883774	0.514404335616	0.42762769695200004	0.516780396139	0.524534296185
NM_212691	NULL	NULL	0.5598374362080001	NULL	0.420497383024	NULL	0.465027264446	NULL	0.5356146177059999	0.524051017792	0.5857007025240001	NULL	0.576390753792	0.546804237678	0.63245131698	NULL	0.484747007381	0.42868809861699997	0.510381287413	NULL	0.474736218283	0.435580646933	0.466677340195	0.482938630129
NM_001282139	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5919859358199999	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NM_001003781	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.540441084009	0.6087969804	NULL	0.630217648526	0.5765243514949999	0.5366239186899999	0.490828846458	0.5375402395800001	0.543166136488	NULL	NULL	NULL	NULL
NM_001003780	0.48599717848499996	NULL	0.505589758575	0.480925651133	0.43540122286399996	NULL	0.44907287267800006	0.432651852356	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.571712463449	0.542185260775	NULL	0.580735623755	0.5305344569070001	NULL	NULL	NULL	NULL
NM_001020598	NULL	NULL	NULL	NULL	0.444885984577	0.39173572744	NULL	0.40658943948200005	0.559488188281	0.525729894373	0.565192498881	0.556105573542	0.58404971935	0.519741766184	0.606710543871	0.558025900757	0.5112176197820001	0.478494236002	0.505883297897	0.52367004771	0.49253001558700005	0.46202539526	0.48028200646499997	0.516793614953
NM_001003784	0.509951629791	0.5365379959009999	0.513914551074	0.47628099783600003	0.44549579411799994	0.459001669251	0.445668627309	0.437441281251	0.550362467038	0.582151735819	0.554838379532	0.5158723343230001	0.587984877084	0.585296679442	0.5922677271500001	0.560920011154	0.511904160841	0.545021016546	0.511084410744	0.493988764319	0.504351325201	0.589708109878	0.503308425787	0.48226284879500003
NM_001044837	NULL	NULL	0.542808706871	NULL	0.49237574582500004	NULL	0.485972871749	NULL	0.591989716608	NULL	0.585024284254	NULL	0.6269067904410001	NULL	0.634086590181	NULL	0.535632023072	NULL	0.534457860163	NULL	NULL	NULL	NULL	NULL
NM_001044832	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.519860001474	NULL	NULL	NULL	NULL	0.561404642671	NULL	0.571509440323	0.47816388671000004
NM_001044833	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5449273086240001	NULL	0.541334613697	0.548937988591
NM_001045419	0.479453855259	NULL	0.487936265636	0.458553219937	0.383771318179	NULL	0.380756045224	0.391117703593	0.500412596589	NULL	0.496150674414	0.510210376339	NULL	NULL	NULL	0.5653981818280001	0.517779470769	NULL	0.511057191291	0.540762305332	NULL	NULL	NULL	0.57041921474
NM_001045413	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5351012171589999	0.376744790796	0.52730384522	0.552826535801
